pozo,fecha,tipo de registro,estrangulador (pg),nivel medio de los disparos (mbmr),gradiente pozo (kg/cm2/m),gradiente yacimiento (kg/cm2/m),presion superficie (kg/cm2),de fondo cerrado gradiente de yacimiento (kg/cm2),de fondo cerrado gradiente de pozo (kg/cm2)
SITIO GRANDE 53,15-01-85,CERRADO,N/A,4388.5,0,0.056,0,425.97,310.53
SITIO GRANDE 53,15-03-85,CERRADO,N/A,4388.5,0,0.056,0.32,401.88,309.92
SITIO GRANDE 53,05-10-85,CERRADO,N/A,4388.5,0,0.056,0,397.18,304.83
SITIO GRANDE 53,13-07-85,CERRADO,N/A,4388.5,0,0.056,0,407.54,302.7
SITIO GRANDE 53,10-01-85,CERRADO,N/A,4388.5,0,0.056,0,399.18,364.49
SITIO GRANDE 53,26-10-85,CERRADO,N/A,4388.5,0,0.056,0,385.88,355.96
SITIO GRANDE 53,06-12-86,CERRADO,N/A,4388.5,0,0.056,0,395.3,359.15
SITIO GRANDE 53,21-10-86,CERRADO,N/A,4388.5,0,0.056,0,401.05,360.06
SITIO GRANDE 53,02-10-87,CERRADO,N/A,4388.5,0,0.056,4.7,433.36,360.26
SITIO GRANDE 53,06-11-87,CERRADO,N/A,4388.5,0,0.056,1.32,395.52,373.12
SITIO GRANDE 53,08-10-87,CERRADO,N/A,4388.5,0,0.056,0,364.2,374.03
SITIO GRANDE 53,23-02-88,CERRADO,N/A,4388.5,0,0.056,0,409.24,0
SITIO GRANDE 53,06-07-88,CERRADO,N/A,4388.5,0,0.056,0.96,409.24,374.48
SITIO GRANDE 53,23-06-89,CERRADO,N/A,4388.5,0,0.056,0,409.24,0
SITIO GRANDE 53,13-11-91,CERRADO,N/A,4388.5,0,0.056,0,373.42,0
SITIO GRANDE 53,15-01-92,CERRADO,N/A,4388.5,0,0.056,0,337.32,0
SITIO GRANDE 53,04-03-92,CERRADO,N/A,4388.5,0,0.056,0,324.72,0
SITIO GRANDE 53,18-07-92,CERRADO,N/A,4388.5,0,0.056,0,317.92,0
SITIO GRANDE 53,03-11-93,CERRADO,N/A,4388.5,0,0.056,0,317.92,0
SITIO GRANDE 53,07-02-93,CERRADO,N/A,4388.5,0,0.056,0,317.02,0
SITIO GRANDE 53,19-07-94,CERRADO,N/A,4388.5,0,0.056,0,320.62,0
SITIO GRANDE 53,26-10-94,CERRADO,N/A,4388.5,0,0.056,0,316.02,0
SITIO GRANDE 53,18-01-95,CERRADO,N/A,4388.5,0,0.056,0,318.22,370.03
SITIO GRANDE 53,27-04-95,CERRADO,N/A,4388.5,0,0.056,0,309.94,0
SITIO GRANDE 53,07-12-95,CERRADO,N/A,4388.5,0,0.056,0,300.34,0
SITIO GRANDE 53,21-03-96,CERRADO,N/A,4388.5,0,0.056,0,326.82,0
SITIO GRANDE 53,22-06-96,CERRADO,N/A,4388.5,0,0.056,0,284.18,0
SITIO GRANDE 53,08-03-03,CERRADO,N/A,4388.5,0,0.056,0,288.56,344.81
SITIO GRANDE 53,27-04-11,CERRADO,N/A,4449,0,0.056,0,307.56,0
SITIO GRANDE 53,24-02-13,CERRADO,N/A,4449,0,0.056,0,315.46,0
SITIO GRANDE 53,17-03-14,CERRADO,N/A,4449,0,0.056,0,317.76,0
SITIO GRANDE 61,30-07-74,CERRADO,N/A,3975,0,0.056,0,320.96,375.16
SITIO GRANDE 61,24-12-74,CERRADO,N/A,3975,0,0.056,0,310.56,340.22
SITIO GRANDE 61,13-04-75,CERRADO,N/A,3975,0,0.056,0,315.96,328.2
SITIO GRANDE 61,20-08-75,CERRADO,N/A,3975,0,0.056,0,316.36,324.87
SITIO GRANDE 61,13-12-75,CERRADO,N/A,3975,0,0.056,0,318.66,324.87
SITIO GRANDE 61,04-12-76,CERRADO,N/A,3975,0,0.056,0,317.86,321.66
SITIO GRANDE 61,08-09-76,CERRADO,N/A,3975,0,0.056,0,318.26,321.35
SITIO GRANDE 61,12-09-76,CERRADO,N/A,3975,0,0.056,0,310.62,316.44
SITIO GRANDE 61,31-01-77,CERRADO,N/A,3975,0,0.056,0,316.68,318.33
SITIO GRANDE 61,27-02-78,CERRADO,N/A,3975,0,0.056,0,320.77,314.34
SITIO GRANDE 61,12-09-78,CERRADO,N/A,3975,0,0.056,0,315.75,302.6
SITIO GRANDE 61,11-10-82,CERRADO,N/A,3975,0,0.056,0,312.15,351.36
SITIO GRANDE 61D,26-04-86,CERRADO,N/A,3925,0,0.056,0,311.48,274.32
SITIO GRANDE 61D,22-04-89,CERRADO,N/A,3925,0,0.056,44.64,315.97,303.03
SITIO GRANDE 61D,21-01-90,CERRADO,N/A,3925,0,0.056,92.51,310.87,302.2
SITIO GRANDE 61D,22-05-91,CERRADO,N/A,3925,0,0.056,101.27,316.02,307.55
SITIO GRANDE 61D,22-11-91,CERRADO,N/A,3925,0,0.056,31.42,313.22,309.22
SITIO GRANDE 61D,02-08-92,CERRADO,N/A,3925,0,0.056,100.82,316.45,314.33
SITIO GRANDE 61D,03-08-92,CERRADO,N/A,3925,0,0.056,151.48,323.04,303.16
SITIO GRANDE 61D,05-09-92,CERRADO,N/A,3925,0,0.056,90.2,320.69,306.01
SITIO GRANDE 61D,06-11-92,CERRADO,N/A,3925,0,0.056,135.36,317.53,311.26
SITIO GRANDE 61D,25-08-92,CERRADO,N/A,3925,0,0.056,104.42,316.68,329.99
SITIO GRANDE 61D,23-11-92,CERRADO,N/A,3925,0,0.056,135.36,317.53,328.2
SITIO GRANDE 61D,16-12-92,CERRADO,N/A,3925,0,0.056,105.85,323.26,328.91
SITIO GRANDE 61D,03-11-93,CERRADO,N/A,3925,0,0.056,114.95,323.01,322.11
SITIO GRANDE 61D,25-08-93,CERRADO,N/A,3925,0,0.056,136.8,326.08,331.74
SITIO GRANDE 61D,09-06-93,CERRADO,N/A,3925,0,0.056,151.02,330.7,334.38
SITIO GRANDE 61D,26-10-93,CERRADO,N/A,3925,0,0.056,49.16,329.35,330.09
SITIO GRANDE 61D,19-11-93,CERRADO,N/A,3925,0,0.056,72.48,317.63,323.11
SITIO GRANDE 61D,17-12-93,CERRADO,N/A,3925,0,0.056,96.68,318.58,321.61
SITIO GRANDE 61D,28-01-94,CERRADO,N/A,3925,0,0.056,72.86,319.13,330.66
SITIO GRANDE 61D,14-05-94,CERRADO,N/A,3925,0,0.056,81.6,317.1,321.16
SITIO GRANDE 61D,19-07-94,CERRADO,N/A,3925,0,0.056,107.87,318.59,326.05
SITIO GRANDE 61D,29-09-94,CERRADO,N/A,3925,0,0.056,14.58,325.74,322.97
SITIO GRANDE 61D,11-11-94,CERRADO,N/A,3925,0,0.056,102.35,241.74,326.82
SITIO GRANDE 61D,01-12-95,CERRADO,N/A,3925,0,0.056,155.66,323.17,327.38
SITIO GRANDE 61D,22-04-95,CERRADO,N/A,3925,0,0.056,10.47,316.97,331.67
SITIO GRANDE 61D,29-05-95,CERRADO,N/A,3925,0,0.056,8.09,342.12,328.56
SITIO GRANDE 61D,08-08-95,CERRADO,N/A,3925,0,0.056,14.12,341.99,326.42
SITIO GRANDE 61D,29-05-95,CERRADO,N/A,3925,0,0.056,76.16,336.87,328.56
SITIO GRANDE 61D,16-02-96,CERRADO,N/A,3925,0,0.056,119.14,338.51,333.73
SITIO GRANDE 61D,15-03-96,CERRADO,N/A,3925,0,0.056,136.85,340.88,331.77
SITIO GRANDE 61D,04-05-96,CERRADO,N/A,3925,0,0.056,0,378.5,336.88
SITIO GRANDE 61D,05-04-96,CERRADO,N/A,3925,0,0.056,0,283.26,333.93
SITIO GRANDE 61D,17-06-96,CERRADO,N/A,3925,0,0.056,0,285.56,339.39
SITIO GRANDE 61D,09-09-96,CERRADO,N/A,3925,0,0.056,0,322.56,328.61
SITIO GRANDE 61D,10-07-96,CERRADO,N/A,3925,0,0.056,0,325.16,329.61
SITIO GRANDE 61D,18-11-96,CERRADO,N/A,3925,0,0.056,0,326.36,331.16
SITIO GRANDE 61D,12-05-96,CERRADO,N/A,3925,0,0.056,0,323.86,328.96
SITIO GRANDE 61D,02-06-97,CERRADO,N/A,3925,0,0.056,0,321.36,330.23
SITIO GRANDE 61D,11-09-01,CERRADO,N/A,3925,0,0.056,0,297.76,338.69
SITIO GRANDE 61D,01-07-02,CERRADO,N/A,3925,0,0.056,0,323.52,0
SITIO GRANDE 61D,01-05-03,CERRADO,N/A,3925,0,0.056,0,325.12,333.67
SITIO GRANDE 61D,14-06-06,CERRADO,"104/64""",3925,0,0.056,0,322.22,352.86
SITIO GRANDE 61D,26-09-06,CERRADO,N/A,3925,0,0.056,0,327.76,353.44
SITIO GRANDE 61D,06-01-07,CERRADO,"104/64""",3925,0,0.056,0,367.72,353.21
SITIO GRANDE 61D,15-05-08,CERRADO,"104/64""",3925,0,0.056,0,337.26,348.06
SITIO GRANDE 61D,14-02-09,CERRADO,N/A,3925,0,0.056,0,286.16,350.95
SITIO GRANDE 61D,29-12-09,CERRADO,"104/64""",3925,0,0.056,0,286.06,352.36
SITIO GRANDE 63,29-09-74,CERRADO,N/A,4268,0,0.056,0,280.06,370.4
SITIO GRANDE 63,12-10-74,CERRADO,N/A,4123.5,0,0.056,0,318.16,0
SITIO GRANDE 63,29-12-74,CERRADO,N/A,4123.5,0,0.056,0,316.06,0
SITIO GRANDE 63,04-02-74,CERRADO,N/A,4123.5,0,0.056,0,310.14,322.73
SITIO GRANDE 63,07-06-75,CERRADO,N/A,4123.5,0,0.056,0,290.76,324.82
SITIO GRANDE 63,31-08-75,CERRADO,N/A,4123.5,0,0.056,0,307.66,327.21
SITIO GRANDE 63,10-01-75,CERRADO,N/A,4123.5,0,0.056,0,305.52,323.78
SITIO GRANDE 63,27-11-75,CERRADO,N/A,4123.5,0,0.056,0,305.86,321.7
SITIO GRANDE 63,04-09-76,CERRADO,N/A,4123.5,0,0.056,0,380,297.48
SITIO GRANDE 63,08-01-76,CERRADO,N/A,4123.5,0,0.056,0,369.2,323.67
SITIO GRANDE 63,13-12-76,CERRADO,N/A,4234,0,0.056,0,361.72,323.24
SITIO GRANDE 63,15-01-77,CERRADO,N/A,4234,0,0.056,0,363.7,320.89
SITIO GRANDE 63,04-11-78,CERRADO,N/A,4234,0,0.056,0,420.6,331.5
SITIO GRANDE 63,15-03-82,CERRADO,N/A,4181,0,0.056,0,348.26,356.5
SITIO GRANDE 63,04-09-84,CERRADO,N/A,4181,0,0.056,0,397.88,332.66
SITIO GRANDE 63,05-07-84,CERRADO,N/A,4181,0,0.056,0,324.06,300.32
SITIO GRANDE 63,05-11-84,CERRADO,N/A,4181,0,0.056,0,414.56,299.34
SITIO GRANDE 63,06-02-84,CERRADO,N/A,4181,0,0.056,0,392.88,318.12
SITIO GRANDE 63,07-03-84,CERRADO,N/A,4181,0,0.056,0,406.58,313.45
SITIO GRANDE 63,08-04-84,CERRADO,N/A,4181,0,0.056,0,395.62,311.58
SITIO GRANDE 63,11-05-84,CERRADO,N/A,4181,0,0.056,0,390.14,304.47
SITIO GRANDE 63,17-01-85,CERRADO,N/A,4181,0,0.056,0,393.78,291.58
SITIO GRANDE 63,16-03-85,CERRADO,N/A,4181,0,0.056,0,402.58,306.56
SITIO GRANDE 63,05-12-85,CERRADO,N/A,4181,0,0.056,0,396.98,304.37
SITIO GRANDE 63,16-07-85,CERRADO,N/A,4181,0,0.056,0,398.58,304.83
SITIO GRANDE 63,10-03-85,CERRADO,N/A,4181,0,0.056,0,373.08,374.11
SITIO GRANDE 63,27-10-85,CERRADO,N/A,4181,0,0.056,0,390.98,364.45
SITIO GRANDE 63,28-02-86,CERRADO,N/A,4181,0,0.056,0,333.11,364.57
SITIO GRANDE 63,16-06-86,CERRADO,N/A,4181,0,0.056,0,355.71,358.24
SITIO GRANDE 63,10-10-86,CERRADO,N/A,4181,0,0.056,0,335.71,0
SITIO GRANDE 63,15-02-87,CERRADO,N/A,4181,0,0.056,0,326.89,361.54
SITIO GRANDE 63,13-06-87,CERRADO,N/A,4181,0,0.056,0,398.87,0
SITIO GRANDE 63,14-08-87,CERRADO,N/A,4181,0,0.056,0,384.11,0
SITIO GRANDE 63,24-02-88,CERRADO,N/A,4181,0,0.056,0,373.47,0
SITIO GRANDE 63,06-05-88,CERRADO,N/A,4181,0,0.056,0,374.87,0
SITIO GRANDE 63,25-06-89,CERRADO,N/A,4181,0,0.056,0,386.28,0
SITIO GRANDE 63,10-05-90,CERRADO,N/A,4181,0,0.056,0,370.14,0
SITIO GRANDE 63,14-02-91,CERRADO,N/A,4181,0,0.056,0,357.81,0
SITIO GRANDE 63,14-11-91,CERRADO,N/A,4181,0,0.056,0,347.96,0
SITIO GRANDE 63,18-01-92,CERRADO,N/A,4181,0,0.056,0,339.43,0
SITIO GRANDE 63,04-03-92,CERRADO,N/A,4181,0,0.056,0,337.54,0
SITIO GRANDE 63,18-07-92,CERRADO,N/A,4181,0,0.056,0,369.3,0
SITIO GRANDE 63,15-10-92,CERRADO,N/A,4181,0,0.056,0,393.63,368.81
SITIO GRANDE 63,01-07-93,CERRADO,N/A,4181,0,0.056,0,391.8,0
SITIO GRANDE 63,03-10-93,CERRADO,N/A,4181,0,0.056,0,383.19,328.99
SITIO GRANDE 63,07-05-93,CERRADO,N/A,4181,0,0.056,0,371.71,351.29
SITIO GRANDE 63,14-09-93,CERRADO,N/A,4181,0,0.056,4.38,345.7,331.26
SITIO GRANDE 63,28-01-94,CERRADO,N/A,4181,0,0.056,0,400.7,322.41
SITIO GRANDE 63,26-07-94,CERRADO,N/A,4181,0,0.056,141.6,341.04,0
SITIO GRANDE 63,11-10-94,CERRADO,N/A,4181,0,0.056,123,326.96,0
SITIO GRANDE 63,24-01-95,CERRADO,N/A,4181,0,0.056,122,311.44,368.56
SITIO GRANDE 63,05-05-95,CERRADO,N/A,4181,0,0.056,110,319.94,370.3
SITIO GRANDE 63,13-07-95,CERRADO,N/A,4181,0,0.056,114.3,316.04,0
SITIO GRANDE 63,03-04-97,CERRADO,N/A,4181,0,0.056,120,322.94,365.94
SITIO GRANDE 63,15-10-97,CERRADO,N/A,4181,0,0.056,114.7,317.74,353.4
SITIO GRANDE 63,15-01-98,CERRADO,N/A,4181,0,0.056,0,308.64,342.73
SITIO GRANDE 63,28-03-98,CERRADO,N/A,4181,0,0.056,0,293.64,334.73
SITIO GRANDE 63,22-04-98,CERRADO,N/A,4181,0,0.056,10,312.74,333.84
SITIO GRANDE 63,26-05-98,CERRADO,N/A,4181,0,0.056,0,307.64,365.1
SITIO GRANDE 63,15-07-99,CERRADO,N/A,4181,0,0.056,0,312.84,0
SITIO GRANDE 63,17-11-99,CERRADO,N/A,4181,0,0.056,8,307.34,0
SITIO GRANDE 63,03-07-00,CERRADO,N/A,4181,0,0.056,5,311.14,0
SITIO GRANDE 63,19-07-02,CERRADO,N/A,4181,0,0.056,0,310.34,367.51
SITIO GRANDE 63,13-02-03,CERRADO,N/A,4181,0,0.056,50,310.84,345.15
SITIO GRANDE 63,05-08-04,CERRADO,N/A,4181,0,0.056,0,312.84,0
SITIO GRANDE 70,12-12-74,CERRADO,N/A,3870.5,0,0.056,0,312.84,341.04
SITIO GRANDE 70,04-08-75,CERRADO,N/A,3870.5,0,0.056,0,316.34,329.24
SITIO GRANDE 70,12-08-75,CERRADO,N/A,3870.5,0,0.056,7,313.71,311.23
SITIO GRANDE 70,22-03-76,CERRADO,N/A,3870.5,0,0.056,10,318.88,320.37
SITIO GRANDE 70,14-04-76,CERRADO,N/A,3870.5,0,0.056,70,325.44,316.69
SITIO GRANDE 70,30-07-76,CERRADO,N/A,3870.5,0,0.056,80,315.49,323.8
SITIO GRANDE 70,19-02-77,CERRADO,N/A,3870.5,0,0.056,0,315.45,319.25
SITIO GRANDE 70,03-05-78,CERRADO,N/A,3870.5,0,0.056,0,315.55,309.93
SITIO GRANDE 70,07-05-90,CERRADO,N/A,3795,0,0.056,0,305.66,293.99
SITIO GRANDE 70,20-02-92,CERRADO,N/A,3795,0,0.056,0,312.34,327.01
SITIO GRANDE 70,25-02-92,CERRADO,N/A,3795,0,0.056,58,313.58,325
SITIO GRANDE 70,04-07-92,CERRADO,N/A,3795,0,0.056,5,314.22,326.27
SITIO GRANDE 70,05-11-92,CERRADO,N/A,3795,0,0.056,12,317.1,328.32
SITIO GRANDE 70,06-11-92,CERRADO,N/A,3795,0,0.056,0,318.35,326.25
SITIO GRANDE 70,25-08-92,CERRADO,N/A,3795,0,0.056,5,316.69,325.07
SITIO GRANDE 70,15-09-92,CERRADO,N/A,3795,0,0.056,0,312.02,324.7
SITIO GRANDE 70,04-04-92,CERRADO,N/A,3795,0,0.056,27,317.48,325.02
SITIO GRANDE 70,11-04-92,CERRADO,N/A,3781,0,0.056,34,320.77,325.02
SITIO GRANDE 70,01-10-93,CERRADO,N/A,3781,0,0.056,0,326.77,330.52
SITIO GRANDE 70,15-05-93,CERRADO,N/A,3781,0,0.056,0,319.15,330.65
SITIO GRANDE 70,24-07-93,CERRADO,N/A,3781,0,0.056,8,323.08,332.37
SITIO GRANDE 70,14-09-93,CERRADO,N/A,3781,0,0.056,0,319.9,338.35
SITIO GRANDE 70,18-10-93,CERRADO,N/A,3781,0,0.056,0,330.75,329.85
SITIO GRANDE 70,20-11-93,CERRADO,N/A,3781,0,0.056,9.41,318.42,329.69
SITIO GRANDE 70,21-12-93,CERRADO,N/A,3781,0,0.056,4.34,312.85,329.24
SITIO GRANDE 70,15-05-94,CERRADO,N/A,3781,0,0.056,8.93,317.88,324.11
SITIO GRANDE 70,21-06-94,CERRADO,N/A,3781,0,0.056,9.47,321.08,327.91
SITIO GRANDE 70,20-07-94,CERRADO,N/A,3781,0,0.056,8.42,318.07,328.75
SITIO GRANDE 70,09-12-94,CERRADO,N/A,3781,0,0.056,107.57,318.41,327.15
SITIO GRANDE 70,11-12-94,CERRADO,N/A,3781,0,0.056,9.26,316.04,331.69
SITIO GRANDE 70,01-11-95,CERRADO,N/A,3781,0,0.056,10.54,316.99,332.91
SITIO GRANDE 70,05-01-95,CERRADO,N/A,3781,0,0.056,13.9,309.3,330.38
SITIO GRANDE 70,08-05-95,CERRADO,N/A,3781,0,0.056,41.56,316.47,329.41
SITIO GRANDE 70,23-12-95,CERRADO,N/A,3781,0,0.056,36.13,316.37,330.27
SITIO GRANDE 70,01-04-96,CERRADO,N/A,3781,0,0.056,62.31,314.47,333.5
SITIO GRANDE 70,29-04-96,CERRADO,N/A,3781,0,0.056,89.55,315.18,341.71
SITIO GRANDE 70,05-08-96,CERRADO,N/A,3781,0,0.056,112.15,309.89,332.9
SITIO GRANDE 70,20-06-96,CERRADO,N/A,3781,0,0.056,6.75,308.21,336.94
SITIO GRANDE 70,24-07-96,CERRADO,N/A,3781,0,0.056,6.75,178.96,334.14
SITIO GRANDE 70,08-07-96,CERRADO,N/A,3781,0,0.056,5.51,308.95,348.79
SITIO GRANDE 70,09-10-96,CERRADO,N/A,3781,0,0.056,6.75,301.82,331.06
SITIO GRANDE 70,10-03-96,CERRADO,N/A,3781,0,0.056,2.19,300.47,326.64
SITIO GRANDE 70,11-05-96,CERRADO,N/A,3781,0,0.056,4.14,304.06,329.68
SITIO GRANDE 70,12-06-96,CERRADO,N/A,3781,0,0.056,16.9,301.17,334.36
SITIO GRANDE 70,01-08-97,CERRADO,N/A,3781,0,0.056,22.52,353.21,331.44
SITIO GRANDE 70,02-06-97,CERRADO,N/A,3781,0,0.056,160.67,318.96,332.74
SITIO GRANDE 70,04-01-97,CERRADO,N/A,3781,0,0.056,143.85,337.07,329.24
SITIO GRANDE 70,05-09-97,CERRADO,N/A,3781,0,0.056,6.01,339.52,332.5
SITIO GRANDE 70,06-03-97,CERRADO,N/A,3781,0,0.056,4.63,340.38,324.48
SITIO GRANDE 70,07-12-97,CERRADO,N/A,3781,0,0.056,25.56,341.32,329.89
SITIO GRANDE 70,09-11-97,CERRADO,N/A,3781,0,0.056,83.22,350.69,330.79
SITIO GRANDE 70,10-06-97,CERRADO,N/A,3781,0,0.056,0,342.76,328.25
SITIO GRANDE 70,11-05-97,CERRADO,N/A,3781,0,0.056,0,328.06,328.96
SITIO GRANDE 70,16-12-97,CERRADO,N/A,3781,0,0.056,118.5,320.46,321.63
SITIO GRANDE 70,20-01-98,CERRADO,N/A,3781,0,0.056,114.7,316.46,319.8
SITIO GRANDE 70,28-02-98,CERRADO,N/A,3787,0,0.056,71.6,321.66,0
SITIO GRANDE 70,04-12-98,CERRADO,N/A,3787,0,0.056,46.2,322.06,322.97
SITIO GRANDE 70,15-05-00,CERRADO,N/A,3787,0,0.056,113.1,318.16,336.32
SITIO GRANDE 70,29-07-00,CERRADO,N/A,3787,0,0.056,101,316.26,332.67
SITIO GRANDE 70,09-06-00,CERRADO,N/A,3787,0,0.056,103.6,306.26,341.11
SITIO GRANDE 70,16-01-01,CERRADO,N/A,3787,0,0.056,99.6,299.26,338.98
SITIO GRANDE 70,13-05-04,CERRADO,N/A,3751.5,0,0.056,0,299.86,0
SITIO GRANDE 70,11-10-05,CERRADO,"1""",3751.5,0,0.056,11.4,279.25,351.67
SITIO GRANDE 70,29-07-08,CERRADO,"104/64""",3766,0,0.056,8,280.85,352
SITIO GRANDE 70,19-02-09,CERRADO,"104/64""",3766,0,0.056,7,281.55,354.55
SITIO GRANDE 70,16-03-09,CERRADO,"1/8""",3751.5,0,0.056,8.2,279.88,355.38
SITIO GRANDE 70,06-12-09,CERRADO,"1/8""",3766,0,0.056,30.3,263.08,356.38
SITIO GRANDE 70,29-06-13,CERRADO,N/A,3752,0,0.056,18,280.36,365.37
SITIO GRANDE 71,19-12-74,CERRADO,N/A,3887.5,0,0.056,5.9,276.96,339.91
SITIO GRANDE 71,04-08-75,CERRADO,N/A,3887.5,0,0.056,5.9,282.66,329.49
SITIO GRANDE 71,12-12-75,CERRADO,N/A,3887.5,0,0.056,7,284.46,321.6
SITIO GRANDE 71,04-06-76,CERRADO,N/A,3887.5,0,0.056,6.2,284.76,317.03
SITIO GRANDE 71,30-07-76,CERRADO,N/A,3887.5,0,0.056,6.1,284.82,323.37
SITIO GRANDE 71,12-07-76,CERRADO,N/A,3887.5,0,0.056,5.2,286.96,323.2
SITIO GRANDE 71,27-01-77,CERRADO,N/A,3887.5,0,0.056,12.4,284.46,317.88
SITIO GRANDE 71,13-02-78,CERRADO,N/A,3887.5,0,0.056,36.7,284.96,319.97
SITIO GRANDE 71,19-12-78,CERRADO,N/A,3887.5,0,0.056,25.8,283.66,308.26
SITIO GRANDE 71,29-09-80,CERRADO,N/A,3887.5,0,0.056,33.7,287.56,299.26
SITIO GRANDE 71,05-06-81,CERRADO,N/A,3887.5,0,0.056,3,291,302.14
SITIO GRANDE 71,26-04-86,CERRADO,N/A,3887.5,0,0.056,5.5,289.3,290.55
SITIO GRANDE 71,27-05-86,CERRADO,N/A,3887.5,0,0.056,30,298.16,282.37
SITIO GRANDE 71,23-06-86,CERRADO,N/A,3887.5,0,0.056,0,291.76,284.3
SITIO GRANDE 71,07-12-86,CERRADO,N/A,3887.5,0,0.056,12,294.96,285.12
SITIO GRANDE 71,27-10-86,CERRADO,N/A,3887.5,0,0.056,12,296.76,290.72
SITIO GRANDE 71,16-11-86,CERRADO,N/A,3887.5,0,0.056,7,299.76,292.39
SITIO GRANDE 71,18-01-87,CERRADO,N/A,3887.5,0,0.056,1.8,308.2,287.7
SITIO GRANDE 71,30-03-87,CERRADO,N/A,3887.5,0,0.056,0,303.1,284.57
SITIO GRANDE 71,27-05-87,CERRADO,N/A,3887.5,0,0.056,0,305.3,286.94
SITIO GRANDE 71,07-08-87,CERRADO,N/A,3887.5,0,0.056,0,307.1,287.24
SITIO GRANDE 71,09-11-87,CERRADO,N/A,3887.5,0,0.056,0,306.3,286.86
SITIO GRANDE 71,11-12-87,CERRADO,N/A,3887.5,0,0.056,0,308.6,288.41
SITIO GRANDE 71,01-06-88,CERRADO,N/A,3887.5,0,0.056,0,308.6,296.69
SITIO GRANDE 71,15-03-88,CERRADO,N/A,3887.5,0,0.056,0,285.8,298.07
SITIO GRANDE 71,05-11-88,CERRADO,N/A,3887.5,0,0.056,0,308.2,296.2
SITIO GRANDE 71,17-07-88,CERRADO,N/A,3887.5,0,0.056,0,309.1,300.1
SITIO GRANDE 71,09-08-88,CERRADO,N/A,3887.5,0,0.056,0,308.4,304.26
SITIO GRANDE 71,11-04-88,CERRADO,N/A,3887.5,0,0.056,0,311.5,299.34
SITIO GRANDE 71,02-12-89,CERRADO,N/A,3887.5,0,0.056,0,312.9,312.27
SITIO GRANDE 71,21-05-89,CERRADO,N/A,3887.5,0,0.056,3.8,312.86,303.67
SITIO GRANDE 71,15-08-89,CERRADO,N/A,3887.5,0,0.056,0,315.21,307.9
SITIO GRANDE 71,12-08-89,CERRADO,N/A,3887.5,0,0.056,0,312.6,308.82
SITIO GRANDE 71,28-02-90,CERRADO,N/A,3887.5,0,0.056,0,315.81,312.47
SITIO GRANDE 71,05-09-90,CERRADO,N/A,3887.5,0,0.056,0,312.6,323.22
SITIO GRANDE 71,16-08-90,CERRADO,N/A,3887.5,0,0.056,0,310.98,316.58
SITIO GRANDE 71,13-12-90,CERRADO,N/A,3887.5,0,0.056,0,311.24,317.79
SITIO GRANDE 71,21-12-91,CERRADO,N/A,3887.5,0,0.056,0,312.86,319.59
SITIO GRANDE 71,04-08-91,CERRADO,N/A,3887.5,0,0.056,0,312.5,319.09
SITIO GRANDE 71,07-08-91,CERRADO,N/A,3887.5,0,0.056,0,316.13,322.38
SITIO GRANDE 71,10-05-91,CERRADO,N/A,3887.5,0,0.056,0,318.97,319.99
SITIO GRANDE 71,10-08-91,CERRADO,N/A,3887.5,0,0.056,0,312.72,298.07
SITIO GRANDE 71,01-10-92,CERRADO,N/A,3887.5,0,0.056,0,316.1,321.46
SITIO GRANDE 71,01-11-91,CERRADO,N/A,3887.5,0,0.056,0,318.28,321.12
SITIO GRANDE 71,04-07-92,CERRADO,N/A,3887.5,0,0.056,0,322.99,319.65
SITIO GRANDE 71,15-06-92,CERRADO,N/A,3887.5,0,0.056,0,315.28,323.6
SITIO GRANDE 71,16-07-92,CERRADO,N/A,3887.5,0,0.056,27.22,318.77,322.88
SITIO GRANDE 71,23-12-92,CERRADO,N/A,3887.5,0,0.056,36.97,322.1,325.57
SITIO GRANDE 71,25-07-93,CERRADO,N/A,3887.5,0,0.056,1.44,322.31,329.55
SITIO GRANDE 71,18-10-93,CERRADO,N/A,3887.5,0,0.056,0,321.77,326.94
SITIO GRANDE 71,14-09-93,CERRADO,N/A,3887.5,0,0.056,0,319.83,329.35
SITIO GRANDE 71,18-10-93,CERRADO,N/A,3887.5,0,0.056,0,321.89,326.94
SITIO GRANDE 71,31-01-94,CERRADO,N/A,3887.5,0,0.056,0,324.11,324.83
SITIO GRANDE 71,03-09-94,CERRADO,N/A,3887.5,0,0.056,0,326.1,324.83
SITIO GRANDE 71,13-05-94,CERRADO,N/A,3887.5,0,0.056,0,327.52,326.71
SITIO GRANDE 71,20-07-94,CERRADO,N/A,3887.5,0,0.056,0,325.54,326.27
SITIO GRANDE 71,13-12-94,CERRADO,N/A,3887.5,0,0.056,12.94,343.29,330.64
SITIO GRANDE 71,01-09-95,CERRADO,N/A,3887.5,0,0.056,116.5,333.66,331.48
SITIO GRANDE 71,05-01-95,CERRADO,N/A,3887.5,0,0.056,112.9,321.76,324.75
SITIO GRANDE 71,07-04-95,CERRADO,N/A,3887.5,0,0.056,105.2,317.26,327.36
SITIO GRANDE 71,23-12-95,CERRADO,N/A,3887.5,0,0.056,90.4,318.66,330.11
SITIO GRANDE 71,20-06-96,CERRADO,N/A,3887.5,0,0.056,96.8,317.26,336.58
SITIO GRANDE 71,09-10-96,CERRADO,N/A,3887.5,0,0.056,103.9,316.16,326.91
