pozo,fecha,wor,gor,wc
SITIO GRANDE 1001,28/02/1990,0,360.4944851,0
SITIO GRANDE 1001,31/03/1990,0,351.5124734,0
SITIO GRANDE 1001,30/04/1990,0,366.3675019,0
SITIO GRANDE 1001,31/05/1990,0,368.8252856,0
SITIO GRANDE 1001,30/06/1990,0,361.3557427,0
SITIO GRANDE 1001,31/07/1990,0,362.6098914,0
SITIO GRANDE 1001,31/08/1990,0,377.2429652,0
SITIO GRANDE 1001,30/09/1990,0,353.1376397,0
SITIO GRANDE 1001,31/10/1990,0,328.4913245,0
SITIO GRANDE 1001,30/11/1990,0,303.3099911,0
SITIO GRANDE 1001,31/12/1990,0,255.1774077,0
SITIO GRANDE 1001,31/01/1991,0,251.3894871,0
SITIO GRANDE 1001,28/02/1991,0,239.0734121,0
SITIO GRANDE 1001,31/03/1991,0,217.9271385,0
SITIO GRANDE 1001,30/04/1991,0,213.2565455,0
SITIO GRANDE 1001,31/05/1991,0,238.8536828,0
SITIO GRANDE 1001,30/06/1991,0,273.4650478,0
SITIO GRANDE 1001,31/07/1991,0,292.3389823,0
SITIO GRANDE 1001,31/08/1991,0,292.5336144,0
SITIO GRANDE 1001,30/09/1991,0,309.0996318,0
SITIO GRANDE 1001,31/10/1991,0,290.7742946,0
SITIO GRANDE 1001,30/11/1991,0,293.358855,0
SITIO GRANDE 1001,31/12/1991,0,276.0954481,0
SITIO GRANDE 1001,31/01/1992,0,248.3208414,0
SITIO GRANDE 1001,29/02/1992,0,230.8550582,0
SITIO GRANDE 1001,31/03/1992,0.001231075,224.3440306,0.122956096
SITIO GRANDE 1001,30/04/1992,0.001908644,243.955365,0.190500813
SITIO GRANDE 1001,31/05/1992,0.002673868,254.1376542,0.26667376
SITIO GRANDE 1001,30/06/1992,0.004036467,314.2124504,0.402023983
SITIO GRANDE 1001,31/07/1992,0.047336314,384.4064645,4.519686105
SITIO GRANDE 1001,31/08/1992,0.06452052,343.9184033,6.060993543
SITIO GRANDE 1001,30/09/1992,0.085470707,333.5346861,7.87406847
SITIO GRANDE 1001,31/10/1992,0.10026217,306.4950117,9.11257084
SITIO GRANDE 1001,30/11/1992,0.125712801,280.4349124,11.16739551
SITIO GRANDE 1001,31/12/1992,0.135583229,271.1328716,11.93952372
SITIO GRANDE 1001,31/01/1993,0.137254608,258.867048,12.06894279
SITIO GRANDE 1001,28/02/1993,0.207037797,280.7697389,17.15255295
SITIO GRANDE 1001,31/03/1993,0.208348617,308.9323764,17.24242608
SITIO GRANDE 1001,30/04/1993,0.217555087,332.5094768,17.86819253
SITIO GRANDE 1001,31/05/1993,0.225485437,272.6776861,18.39968311
SITIO GRANDE 1001,30/06/1993,0.242527118,274.1997599,19.51885912
SITIO GRANDE 1001,31/07/1993,0.242029565,269.1557251,19.48661863
SITIO GRANDE 1001,31/08/1993,0.239036759,274.9995105,19.29214429
SITIO GRANDE 1001,30/09/1993,0.243639427,282.3904971,19.59084135
SITIO GRANDE 1001,31/10/1993,0.283166208,301.0945603,22.06777317
SITIO GRANDE 1001,30/11/1993,0.406150692,323.0817119,28.88386673
SITIO GRANDE 1001,31/12/1993,0.367853693,324.6004923,26.89276603
SITIO GRANDE 1001,31/01/1994,0.576504553,348.633944,36.56853078
SITIO GRANDE 1001,28/02/1994,0.603128141,346.5573241,37.62195456
SITIO GRANDE 1001,31/03/1994,0.66715622,344.438527,40.01761873
SITIO GRANDE 1001,30/04/1994,0.673073772,329.502149,40.22977249
SITIO GRANDE 1001,31/05/1994,0.800050857,355.0905526,44.44601407
SITIO GRANDE 1001,30/06/1994,0.851607619,381.7226733,45.99287724
SITIO GRANDE 1001,31/07/1994,0.854306488,391.8783417,46.07148243
SITIO GRANDE 1001,31/08/1994,0.866337721,384.9112286,46.41912936
SITIO GRANDE 1001,30/09/1994,1.046316323,456.4041737,51.13169999
SITIO GRANDE 1001,31/10/1994,1.038845476,450.8728179,50.95263413
SITIO GRANDE 1001,30/11/1994,1.036407444,470.4506979,50.89391355
SITIO GRANDE 1001,31/12/1994,1.062028958,416.2179852,51.50407581
SITIO GRANDE 1001,31/01/1995,1.220246238,405.0835328,54.95995071
SITIO GRANDE 1001,28/02/1995,1.217037037,469.2964759,54.89475443
SITIO GRANDE 1001,31/03/1995,1.306493506,464.2977706,56.64414414
SITIO GRANDE 1001,30/04/1995,1.677246814,374.7797979,62.64819535
SITIO GRANDE 1001,31/05/1995,1.736819907,353.7990089,63.4612421
SITIO GRANDE 1001,30/06/1995,1.827373068,331.4130684,64.63148032
SITIO GRANDE 1001,31/07/1995,1.994186047,325.0507442,66.60194175
SITIO GRANDE 1001,31/08/1995,2.182629371,369.4968671,68.57943909
SITIO GRANDE 1001,30/09/1995,2.467557684,450.9284813,71.16125841
SITIO GRANDE 1001,31/10/1995,2.69726067,530.3163236,72.95294843
SITIO GRANDE 1001,30/11/1995,2.565512979,475.5143078,71.95354481
SITIO GRANDE 1001,31/12/1995,2.561487702,446.8095081,71.92184605
SITIO GRANDE 1001,31/01/1996,2.629651288,362.1112308,72.44914399
SITIO GRANDE 1001,29/02/1996,2.675564682,324.9941478,72.79329609
SITIO GRANDE 1001,31/03/1996,2.675937904,316.201423,72.79605842
SITIO GRANDE 1001,30/04/1996,2.595847955,332.8254895,72.19014785
SITIO GRANDE 1001,31/05/1996,2.534730914,358.8598874,71.70930335
SITIO GRANDE 1001,30/06/1996,2.679728711,507.1314243,72.82408356
SITIO GRANDE 1001,31/07/1996,2.523685134,530.1026941,71.62061983
SITIO GRANDE 1001,31/08/1996,2.334060342,441.8803344,70.00654165
SITIO GRANDE 1001,30/09/1996,4.756746662,437.6956765,82.62907752
SITIO GRANDE 1001,28/02/1997,0.009084238,220.0341355,0.90024575
SITIO GRANDE 1001,31/03/1997,0.007045664,239.9354128,0.699637013
SITIO GRANDE 1001,30/04/1997,0.006078593,260.1167567,0.604186658
SITIO GRANDE 1001,31/05/1997,0.004027155,268.3923599,0.40110016
SITIO GRANDE 1001,30/06/1997,0.004073808,272.2364007,0.405727924
SITIO GRANDE 1001,31/07/1997,0.004064008,279.5755525,0.404755882
SITIO GRANDE 1001,31/08/1997,0.004051659,293.4616359,0.403530895
SITIO GRANDE 1001,30/09/1997,0.004052288,314.4092418,0.403593282
SITIO GRANDE 1001,31/10/1997,0.012144703,268.2597933,1.199897881
SITIO GRANDE 1001,30/11/1997,0.164204545,266.4516288,14.10444119
SITIO GRANDE 1001,31/12/1997,0.164241202,259.1383431,14.10714567
SITIO GRANDE 1001,31/01/1998,0.164241202,234.0808651,14.10714567
SITIO GRANDE 1001,28/02/1998,0.143079254,230.0187755,12.51700212
SITIO GRANDE 1001,31/03/1998,0.205418542,203.1521512,17.04126282
SITIO GRANDE 1001,30/04/1998,0.384146341,171.627561,27.75330396
SITIO GRANDE 1001,31/05/1998,0.522682874,186.7914478,34.32644334
SITIO GRANDE 1001,30/06/1998,0.834762722,248.7152659,45.49703958
SITIO GRANDE 1001,31/07/1998,1.341981982,319.6178018,57.30112325
SITIO GRANDE 1001,31/08/1998,1.522106578,312.4988759,60.35060498
SITIO GRANDE 1001,30/09/1998,1.422834424,306.0254207,58.72602808
SITIO GRANDE 1001,31/10/1998,2.244981987,386.2629954,69.18318795
