pozo,fecha,aceite_bpd,aceite_bpm,agua_bpd,agua_bpm,gas_mmcfpd,gas_mmcfpm,wor,gor,wc
SITIO GRANDE 1,30/06/1972,3.564333333,106.93,0,0,0.005900027,0.177000808,0,294.8294118,0
SITIO GRANDE 1,31/07/1972,173.0764516,5365.37,0,0,0.328258111,10.17600143,0,337.8100821,0
SITIO GRANDE 1,31/08/1972,369.8722903,11466.041,0,0,0.834451616,25.86800009,0,401.831971,0
SITIO GRANDE 1,30/09/1972,1323.416,39702.48,3.124033333,93.72,2.488900009,74.66700028,0.002360583,334.9702155,0.235502379
SITIO GRANDE 1,31/10/1972,1013.29871,31412.26,2.231935484,69.19,2.2097097,68.50100069,0.002202643,388.4121946,0.21978022
SITIO GRANDE 1,30/11/1972,938.6567,28159.701,1.467666667,44.03,1.955833324,58.67499971,0.001563582,371.1249749,0.156114097
SITIO GRANDE 1,31/12/1972,963.9932258,29883.79,3.652258065,113.22,2.289677445,70.98000081,0.003788676,423.0536519,0.377437618
SITIO GRANDE 1,31/01/1973,942.0999677,29205.099,4.058064516,125.8,2.387870994,74.02400082,0.004307467,451.4493119,0.42889923
SITIO GRANDE 1,28/02/1973,964.1671429,26996.68,0,0,1.711035683,47.90899912,0,316.0835275,0
SITIO GRANDE 1,31/03/1973,962.9584194,29851.711,0,0,1.814354798,56.24499874,0,335.5906151,0
SITIO GRANDE 1,30/04/1973,950.1883667,28505.651,0,0,1.936999994,58.10999983,0,363.0906242,0
SITIO GRANDE 1,31/05/1973,920.5719355,28537.73,0,0,1.749548336,54.23599843,0,338.5036368,0
SITIO GRANDE 1,30/06/1973,954.4026667,28632.08,0,0,1.711366724,51.34100173,0,319.379152,0
SITIO GRANDE 1,31/07/1973,834.9670645,25883.979,0,0,1.850354831,57.36099976,0,394.712425,0
SITIO GRANDE 1,31/08/1973,903.3251613,28003.08,9.130645161,283.05,1.804806501,55.94900152,0.010107817,355.8620395,1.000667111
SITIO GRANDE 1,30/09/1973,882.2983,26468.949,4.004633333,120.14,1.788466719,53.65400158,0.004538866,361.0443431,0.451835731
SITIO GRANDE 1,31/10/1973,857.0632258,26568.96,2.637741935,81.77,1.539064522,47.71100019,0.003077652,319.8446496,0.306820864
SITIO GRANDE 1,30/11/1973,795.685,23870.55,1.258,37.74,1.234099972,37.02299917,0.001581028,276.251278,0.157853197
SITIO GRANDE 1,31/12/1973,876.3390323,27166.51,1.217419355,37.74,1.398516117,43.35399964,0.00138921,284.243436,0.138728324
SITIO GRANDE 1,31/01/1974,842.6773871,26122.999,1.602935484,49.69,1.459096776,45.23200007,0.001902194,308.4024945,0.189858207
SITIO GRANDE 1,28/02/1974,937.4121786,26247.541,1.774678571,49.69,1.58378572,44.34600015,0.001893168,300.9268614,0.188959051
SITIO GRANDE 1,31/03/1974,758.6754516,23518.939,0.608709677,18.87,1.254419382,38.88700086,0.000802332,294.4976599,0.080168889
SITIO GRANDE 1,30/04/1974,417.0060333,12510.181,0.4403,13.21,0.662300006,19.86900019,0.00105586,282.8834532,0.105474636
SITIO GRANDE 1,31/05/1974,515.5568065,15982.261,0.608709677,18.87,0.851999946,26.41199833,0.001180684,294.3460191,0.117929164
SITIO GRANDE 1,30/06/1974,562.1163333,16863.49,0,0,1.426633362,42.79900087,0,452.0446102,0
SITIO GRANDE 1,31/07/1974,559.4041935,17341.53,0,0,1.024774154,31.76799877,0,326.2853464,0
SITIO GRANDE 1,31/08/1974,582.7177742,18064.251,0,0,0.956225815,29.64300026,0,292.278805,0
SITIO GRANDE 1,30/09/1974,574.0883,17222.649,0,0,0.952899964,28.58699892,0,295.6403711,0
SITIO GRANDE 1,31/10/1974,573.8306129,17788.749,2.414548387,74.85,0.982516128,30.45799997,0.004207772,304.9657721,0.419014085
SITIO GRANDE 1,30/11/1974,563.1437,16894.311,8.177,245.31,0.949966725,28.49900175,0.014520273,300.4583566,1.431245183
SITIO GRANDE 1,31/12/1974,488.4083548,15140.659,6.492903226,201.28,0.831032242,25.76199949,0.013294005,303.0609032,1.311959329
SITIO GRANDE 1,31/01/1975,606.0922258,18788.859,7.710322581,239.02,0.987096787,30.60000038,0.012721369,290.078906,1.256156821
SITIO GRANDE 1,28/02/1975,560.4839286,15693.55,6.492178571,181.78,0.907607087,25.41299843,0.011583166,288.4229659,1.14505329
SITIO GRANDE 1,31/03/1975,370.5012903,11485.54,3.875451613,120.14,0.667354873,20.68800105,0.010460022,320.8205915,1.035174245
SITIO GRANDE 1,30/04/1975,158.508,4755.24,1.467666667,44.03,0.235033337,7.0510001,0.009259259,264.1030423,0.917431193
SITIO GRANDE 1,29/02/1976,245.0714138,7107.071,0,0,0.45027582,13.05799879,0,327.2510842,0
SITIO GRANDE 1,31/03/1976,68.78419355,2132.31,0,0,0.034516132,1.070000095,0,89.37758112,0
SITIO GRANDE 100,30/06/1974,604.6786667,18140.36,0,0,0.996933275,29.90799824,0,293.6544383,0
SITIO GRANDE 100,31/07/1974,4268.880968,132335.31,0,0,8.033806492,249.0480013,0,335.1987927,0
SITIO GRANDE 100,31/08/1974,6052.400323,187624.41,0,0,10.39629032,322.2849999,0,305.9467733,0
SITIO GRANDE 100,30/09/1974,5940.0873,178202.619,0,0,10.30509997,309.1529991,0,308.9971727,0
SITIO GRANDE 100,31/10/1974,4139.225806,128316,5.295774194,164.17,7.642903179,236.9299986,0.001279412,328.877652,0.127777696
SITIO GRANDE 100,30/11/1974,3305.395,99161.85,0,0,6.156166685,184.6850005,0,331.7279987,0
SITIO GRANDE 100,31/12/1974,3174.218065,98400.76,36.31967742,1125.91,5.973645206,185.1830014,0.011442086,335.1951994,1.131264615
SITIO GRANDE 100,31/01/1975,2948.183871,91393.7,121.9448387,3780.29,4.629258094,143.5070009,0.041362698,279.6739092,3.971978058
SITIO GRANDE 100,28/02/1975,3566.43,99860.04,148.5113929,4158.32,5.226142869,146.3320003,0.041641471,261.0013165,3.997677946
SITIO GRANDE 100,31/03/1975,3301.032581,102332.01,195.1929032,6050.98,5.756225812,178.4430002,0.059130862,310.5869015,5.582960943
SITIO GRANDE 100,30/04/1975,2222.676333,66680.29,141.9443333,4258.33,3.40283338,102.0850014,0.0638619,272.6839543,6.002837383
SITIO GRANDE 100,31/05/1975,2519.652258,78109.22,160.9022581,4987.97,3.060451645,94.87400099,0.063858914,216.3416009,6.002573613
SITIO GRANDE 100,30/06/1975,2646.203,79386.09,207.3813,6221.44,3.204266709,96.12800127,0.078369384,215.6754061,7.267397007
SITIO GRANDE 100,31/07/1975,2153.797452,66767.721,273.7164516,8485.21,2.90009682,89.90300141,0.127085512,239.8295886,11.27558739
SITIO GRANDE 100,31/08/1975,1688.763548,52351.67,65.55803226,2032.3,2.107193518,65.32299905,0.038820137,222.244335,3.736944981
SITIO GRANDE 100,30/09/1975,1945.916333,58377.49,54.094,1622.82,1.824000017,54.72000052,0.027798729,166.9536041,2.704686026
SITIO GRANDE 100,31/10/1975,1449.134839,44923.18,55.39258065,1717.17,1.383483903,42.88800098,0.038224587,170.0436572,3.681726231
SITIO GRANDE 100,30/11/1975,1185.665,35569.95,56.40033333,1692.01,1.217499945,36.52499834,0.047568523,182.8951017,4.540850777
SITIO GRANDE 100,31/12/1975,991.3851613,30732.94,0.202903226,6.29,0.986516145,30.58200048,0.000204666,177.238027,0.020462451
SITIO GRANDE 100,31/01/1976,912.679,28293.049,49.71129032,1541.05,1.026387124,31.81800085,0.054467442,200.3033725,5.165398157
SITIO GRANDE 100,29/02/1976,1004.035828,29117.039,99.33862069,2880.82,1.070137944,31.03400039,0.098939319,189.8391048,9.003164868
SITIO GRANDE 100,31/03/1976,1003.965161,31122.92,99.42258065,3082.1,1.114645167,34.55400017,0.099029911,197.748464,9.010665686
SITIO GRANDE 100,30/04/1976,970.7566667,29122.7,95.7967,2873.9,1.24126662,37.2379986,0.098682505,227.7455076,8.98189467
SITIO GRANDE 100,31/05/1976,992.8054839,30776.97,98.00225806,3038.07,0.663032239,20.55399942,0.098712446,118.9503168,8.984375
SITIO GRANDE 100,30/06/1976,981.869,29456.07,96.6773,2900.32,0.661366639,19.84099916,0.098462524,119.9730942,8.963667114
SITIO GRANDE 100,31/07/1976,930.9402903,28859.149,90.90064516,2817.92,1.181967744,36.64100006,0.097643905,226.140799,8.895772523
SITIO GRANDE 100,31/08/1976,999.9070968,30997.12,11.7683871,364.82,1.231419374,38.17400059,0.011769481,219.3519278,1.16325712
SITIO GRANDE 100,30/09/1976,1018.959033,30568.771,0,0,1.243733352,37.31200055,0,217.4030741,0
SITIO GRANDE 100,31/10/1976,1008.834839,31273.88,8.136419355,252.23,1.234354823,38.26499951,0.008065165,217.9290225,0.800063846
SITIO GRANDE 100,30/11/1976,1005.771,30173.13,10.693,320.79,1.295166623,38.85499868,0.010631645,229.3621013,1.051980198
SITIO GRANDE 100,31/12/1976,986.9415806,30595.189,16.02935484,496.91,1.268096766,39.31099974,0.016241442,228.8527168,1.598187372
SITIO GRANDE 100,31/01/1977,1005.811581,31180.159,9.942258065,308.21,1.351225861,41.88800168,0.009884812,239.2800226,0.978805857
SITIO GRANDE 100,28/02/1977,1005.703607,28159.701,10.10892857,283.05,1.281249982,35.8749995,0.010051598,226.9127968,0.995156903
SITIO GRANDE 100,31/03/1977,1005.811581,31180.159,11.36258065,352.24,1.337451647,41.46100105,0.011296928,236.8408344,1.117073268
SITIO GRANDE 100,30/04/1977,1005.771,30173.13,10.46236667,313.87,1.303866634,39.11599903,0.010402335,230.9027934,1.029524026
SITIO GRANDE 100,31/05/1977,885.2464839,27442.641,23.31358065,722.72,1.016354788,31.50699842,0.026335694,204.4919664,2.565992228
SITIO GRANDE 100,30/06/1977,886.0513333,26581.54,34.80466667,1044.14,1.116966645,33.50899935,0.039280644,224.5310696,3.779599271
SITIO GRANDE 100,31/07/1977,905.76,28078.56,28.20354839,874.31,1.35554838,42.02199978,0.031137993,266.5612455,3.019769715
SITIO GRANDE 100,31/08/1977,905.76,28078.56,28.20354839,874.31,1.382548405,42.85900055,0.031137993,271.8706541,3.019769715
SITIO GRANDE 100,30/09/1977,827.764,24832.92,26.62766667,798.83,1.258699957,37.76099871,0.032168186,270.8387538,3.116564417
SITIO GRANDE 100,31/10/1977,710.9526129,22039.531,23.55706452,730.27,1.011451626,31.35500042,0.033134507,253.3959017,3.20718232
SITIO GRANDE 100,30/11/1977,454.7879667,13643.639,21.40696667,642.21,0.582266655,17.46799964,0.047070213,228.0384491,4.495420923
SITIO GRANDE 100,31/12/1977,500.5622581,15517.43,0,0,0.583645136,18.0929992,0,207.6758006,0
SITIO GRANDE 100,31/01/1978,2452.694194,76033.52,0,0,2.941774203,91.1950003,0,213.6294176,0
SITIO GRANDE 100,28/02/1978,2453.998571,68711.96,0,0,2.882321491,80.70500174,0,209.2007506,0
SITIO GRANDE 100,31/03/1978,2431.206742,75367.409,23.73967742,735.93,2.988258031,92.63599898,0.009764565,218.9229684,0.967014075
SITIO GRANDE 100,30/04/1978,2415.380967,72461.429,41.93333333,1258,3.081866665,92.45599995,0.01736096,227.2601714,1.706470081
SITIO GRANDE 100,31/05/1978,2415.36,74876.16,43.42129032,1346.06,3.068451564,95.12199847,0.017977151,226.2728915,1.765967982
SITIO GRANDE 100,30/06/1978,2431.504333,72945.13,36.90133333,1107.04,3.006300035,90.18900104,0.015176339,220.2177891,1.494946063
SITIO GRANDE 100,31/07/1978,2459.39,76241.09,30.6383871,949.79,2.960806434,91.78499946,0.012457718,214.4261447,1.230443286
SITIO GRANDE 100,31/08/1978,2471.36129,76612.2,31.45,974.95,3.162967713,98.0519991,0.01272578,227.9573727,1.256586948
SITIO GRANDE 100,30/09/1978,2704.720967,81141.629,16.56366667,496.91,3.457333379,103.7200014,0.006123984,227.6742506,0.608670863
SITIO GRANDE 100,31/10/1978,3739.506452,115924.7,0.608709677,18.87,4.92951609,152.8149988,0.000162778,234.7929897,0.016275159
SITIO GRANDE 100,30/11/1978,3739.803367,112194.101,0,0,5.224700036,156.7410011,0,248.8328521,0
SITIO GRANDE 100,31/12/1978,3716.375484,115207.64,0,0,4.349516115,134.8349996,0,208.4569993,0
SITIO GRANDE 100,31/01/1979,3711.12029,115044.729,0,0,3.795354881,117.6560013,0,182.1555814,0
SITIO GRANDE 100,28/02/1979,3723.904643,104269.33,0,0,4.25296433,119.0830012,0,203.4175002,0
SITIO GRANDE 100,31/03/1979,3815.189355,118270.87,0,0,4.470354816,138.5809993,0,208.6993139,0
SITIO GRANDE 100,30/04/1979,3824.949,114748.47,0,0,4.4458667,133.376001,0,207.0264869,0
SITIO GRANDE 100,31/05/1979,3843.19,119138.89,0,0,6.153516073,190.7589983,0,285.1849533,0
SITIO GRANDE 100,30/06/1979,3879.043,116371.29,0,0,6.101199943,183.0359983,0,280.1468785,0
SITIO GRANDE 100,31/07/1979,3902.640645,120981.86,0,0,6.024677453,186.7650011,0,274.9605334,0
SITIO GRANDE 100,31/08/1979,3881.721323,120333.361,0,0,6.00851608,186.2639985,0,275.7007825,0
SITIO GRANDE 100,30/09/1979,3888.876367,116666.291,0,0,5.294500012,158.8350004,0,242.4911769,0
SITIO GRANDE 100,31/10/1979,3931.432613,121874.411,0,0,5.181677402,160.6319995,0,234.7548965,0
SITIO GRANDE 100,30/11/1979,3808.574033,114257.221,0,0,4.995766725,149.8730018,0,233.6333699,0
SITIO GRANDE 100,31/12/1979,3809.122548,118082.799,0,0,5.210290283,161.5189988,0,243.6307483,0
SITIO GRANDE 100,31/01/1980,3809.122548,118082.799,0,0,5.062774174,156.9459994,0,236.7329637,0
SITIO GRANDE 100,29/02/1980,3809.158931,110465.609,0,0,5.00086206,145.0249997,0,233.8357486,0
SITIO GRANDE 100,31/03/1980,3830.204194,118736.33,0,0,4.928709662,152.7899995,0,229.1956826,0
SITIO GRANDE 100,30/04/1980,3837.948333,115138.45,0,0,4.866533287,145.9959986,0,225.8477137,0
SITIO GRANDE 100,31/05/1980,3838.117419,118981.64,0,0,5.121322529,158.7609984,0,237.6615881,0
SITIO GRANDE 100,30/06/1980,3838.158,115144.74,0,0,5.241166692,157.2350008,0,243.2205397,0
SITIO GRANDE 100,31/07/1980,3958.641935,122717.9,0,0,5.315741914,164.7879993,0,239.1733521,0
SITIO GRANDE 100,31/08/1980,3679.852903,114075.44,0,0,4.353387062,134.9549989,0,210.7132995,0
SITIO GRANDE 100,30/09/1980,3522.4,105672,0,0,3.813133337,114.3940001,0,192.8139464,0
SITIO GRANDE 100,31/10/1980,3277.09,101589.79,0,0,3.502193544,108.5679999,0,190.3473779,0
SITIO GRANDE 100,30/11/1980,3130.952333,93928.57,0,0,3.453666654,103.6099996,0,196.4712851,0
SITIO GRANDE 100,31/12/1980,3594.004548,111414.141,0,0,2.90135482,89.94199943,0,143.7862462,0
SITIO GRANDE 100,31/01/1981,3303.670323,102413.78,0,0,2.557354783,79.27799828,0,137.8762314,0
SITIO GRANDE 100,28/02/1981,3758.499643,105237.99,0,0,2.986607187,83.62500124,0,141.5333274,0
SITIO GRANDE 100,31/03/1981,4118.732581,127680.71,0,0,3.065258089,95.02300077,0,132.5557515,0
SITIO GRANDE 100,30/04/1981,4584.781,137543.43,0,0,2.935899945,88.07699834,0,114.0559062,0
SITIO GRANDE 100,31/05/1981,4328.12871,134171.99,0,0,2.938129043,91.08200032,0,120.9110028,0
SITIO GRANDE 100,30/06/1981,3992.892,119786.76,8.177,245.31,2.687566621,80.62699863,0.002047889,119.8855388,0.204370382
SITIO GRANDE 100,31/07/1981,3716.984194,115226.51,58.84193548,1824.1,2.629354849,81.51000033,0.015830558,125.9950871,1.558385727
SITIO GRANDE 100,31/08/1981,3717.41029,115239.719,59.26803226,1837.31,3.229741887,100.1219985,0.015943366,154.747073,1.569316399
SITIO GRANDE 100,30/09/1981,3717.369033,111521.071,56.84063333,1705.22,3.6653,109.959,0.015290554,175.6179787,1.506027443
SITIO GRANDE 100,31/10/1981,3819.247419,118396.67,170.2358065,5277.31,4.097451634,127.0210007,0.044573129,191.0870106,4.267114231
SITIO GRANDE 100,30/11/1981,3836.920967,115107.629,242.8149667,7284.45,4.287799986,128.6339996,0.063283807,199.0429451,5.951732434
SITIO GRANDE 100,31/12/1981,3836.9,118943.9,243.483871,7548,3.969741945,123.0620003,0.063458488,184.2794553,5.967180507
SITIO GRANDE 100,31/01/1982,3837.305806,118956.48,243.6867742,7554.29,3.43316128,106.4279997,0.063504653,159.3539816,5.971262369
SITIO GRANDE 100,28/02/1982,3797.362857,106326.16,318.0718214,8906.01,2.78117855,77.87299941,0.08376124,130.4493434,7.728753979
SITIO GRANDE 100,31/03/1982,3961.888387,122818.54,439.2651935,13617.22,2.547677416,78.97799991,0.110872683,114.5347639,9.980683146
SITIO GRANDE 100,30/04/1982,3956.41,118692.3,439.042,13171.26,2.863633355,85.90900065,0.110969793,128.9173132,9.988551806
SITIO GRANDE 100,31/05/1982,3444.485161,106779.04,472.1355161,14636.2,2.684580661,83.22200048,0.137069981,138.8184731,12.05466537
SITIO GRANDE 100,30/06/1982,2734.472667,82034.18,509.2803333,15278.41,2.244900035,67.34700105,0.186244441,146.223961,15.70034258
SITIO GRANDE 100,31/07/1982,2720.526452,84336.32,485.9532258,15064.55,2.114612908,65.55300016,0.178624702,138.443653,15.15535025
SITIO GRANDE 100,31/08/1982,2936.415484,91028.88,617.0287097,19127.89,2.625580619,81.3929992,0.210129906,159.2586305,17.36424371
SITIO GRANDE 100,30/09/1982,3110.195333,93305.86,730.0593333,21901.78,3.423999952,102.7199986,0.234731023,196.0835715,19.01070102
SITIO GRANDE 100,31/10/1982,2979.025161,92349.78,786.4529032,24380.04,4.52777424,140.3610014,0.263996731,270.7108841,20.88587132
SITIO GRANDE 100,30/11/1982,2314.740967,69442.229,967.0036333,29010.11,3.211899981,96.35699944,0.417758897,247.1466563,29.46614533
SITIO GRANDE 100,31/12/1982,2314.902613,71761.981,968.4570968,30022.17,3.044870913,94.39099831,0.418357598,234.2778796,29.49591829
SITIO GRANDE 100,31/01/1983,2316.322935,71806.011,972.5151613,30147.97,2.862516169,88.73800124,0.419853012,220.1121243,29.57017441
SITIO GRANDE 100,28/02/1983,2287.313571,64044.78,985.0589286,27581.65,2.764535741,77.40700076,0.430661952,215.2740228,30.10228599
SITIO GRANDE 100,31/03/1983,2326.06229,72107.931,983.6748387,30493.92,2.948838738,91.41400088,0.422892733,225.8004519,29.72063341
SITIO GRANDE 100,30/04/1983,2313.671667,69410.15,991.933,29757.99,3.353166668,100.595,0.428726778,258.1359764,30.00761132
SITIO GRANDE 100,31/05/1983,2204.746452,68347.14,944.9406129,29293.16,3.080967777,95.51000108,0.428593779,248.899273,30.00109514
SITIO GRANDE 100,30/06/1983,1918.45,57553.5,796.0833667,23882.5,2.489599947,74.6879984,0.414961749,231.1395191,29.32671141
SITIO GRANDE 100,31/07/1983,1902.643839,58981.959,816.2796774,25304.67,3.384064506,104.9059997,0.429023899,316.7934969,30.02216401
SITIO GRANDE 100,31/08/1983,1719.787452,53313.411,830.6655161,25750.63,3.422000012,106.0820004,0.483004755,354.4054201,32.56933285
SITIO GRANDE 100,30/09/1983,1722.621333,51678.64,886.0513333,26581.54,3.325366701,99.76100103,0.51436222,343.8308544,33.96560039
SITIO GRANDE 100,31/10/1983,1853.500677,57458.521,1246.02871,38626.89,3.171871004,98.32800113,0.672256949,304.8020559,40.20057738
SITIO GRANDE 100,30/11/1983,1796.025633,53880.769,1286.514667,38595.44,3.087033323,92.6109997,0.716311974,306.142702,41.73553438
SITIO GRANDE 100,31/12/1983,1591.796097,49345.679,1440.38971,44652.08,1.398290331,43.34700026,0.904883303,156.4606187,47.50334583
SITIO GRANDE 100,31/01/1984,1539.244161,47716.569,1329.016129,41199.5,1.307032248,40.51799968,0.863421257,151.2425225,46.33526928
SITIO GRANDE 100,29/02/1984,811.6052069,23536.551,833.0996552,24159.89,1.236930977,35.87099834,1.026483872,271.4537,50.65344393
SITIO GRANDE 100,31/03/1984,1004.776774,31148.08,1013.907419,31431.13,1.291193605,40.02700175,1.009087237,228.8847738,50.22615338
SITIO GRANDE 100,30/04/1984,895.8847,26876.541,966.773,29003.19,1.287300038,38.61900113,1.079126588,255.9309368,51.90288049
SITIO GRANDE 100,31/05/1984,545.8299677,16920.729,989.9648387,30688.91,1.182548386,36.65899996,1.813687224,385.8839077,64.45944696
SITIO GRANDE 100,30/06/1984,525.844,15775.32,711.6296333,21348.89,0.975033334,29.25100003,1.35330941,330.2612839,57.50665017
SITIO GRANDE 100,31/07/1984,753.8057742,23367.979,737.1474194,22851.57,1.099290335,34.07800039,0.977900999,259.745525,49.44135219
SITIO GRANDE 100,31/08/1984,748.51,23203.81,747.2722903,23165.44,1.100064525,34.10200026,0.998346435,261.7674709,49.95862668
SITIO GRANDE 100,30/09/1984,748.5309667,22455.929,747.252,22417.56,0.988900005,29.66700013,0.998291364,235.3085628,49.95724759
SITIO GRANDE 100,31/10/1984,748.51,23203.81,747.2722903,23165.44,0.881032275,27.31200052,0.998346435,209.6473299,49.95862668
SITIO GRANDE 100,30/11/1984,748.5309667,22455.929,747.252,22417.56,0.899233391,26.97700174,0.998291364,213.9724097,49.95724759
SITIO GRANDE 100,31/12/1984,748.51,23203.81,747.9012903,23184.94,1.282451622,39.75600027,0.999186771,305.1676606,49.97966102
SITIO GRANDE 100,31/01/1985,752.7709677,23335.9,744.8577419,23090.59,1.374258108,42.60200135,0.989487871,325.1625876,49.73580816
SITIO GRANDE 100,28/02/1985,748.5324643,20958.909,737.2778571,20643.78,1.381642864,38.68600018,0.984964437,328.7609916,49.62126367
SITIO GRANDE 100,31/03/1985,748.51,23203.81,745.0606452,23096.88,1.427548332,44.2539983,0.995391705,339.6943616,49.88452656
SITIO GRANDE 100,30/04/1985,748.5309667,22455.929,747.881,22436.43,1.319299982,39.57899947,0.999131677,313.9271729,49.9782825
SITIO GRANDE 100,31/05/1985,755.6116129,23423.96,752.1419677,23316.4,1.383935475,42.90199973,0.995408163,326.2213212,49.88493991
SITIO GRANDE 100,30/06/1985,603.6093667,18108.281,721.6936333,21650.81,1.292566637,38.7769991,1.195630275,381.4100177,54.4549913
SITIO GRANDE 100,31/07/1985,925.0358065,28676.11,925.6445161,28694.98,0.975225807,30.23200002,1.000658039,187.7767274,50.01644557
SITIO GRANDE 100,31/08/1985,752.7709677,23335.9,681.9577419,21140.69,1.530870942,47.45699921,0.905929919,362.2186792,47.53217367
SITIO GRANDE 100,30/09/1985,214.6986667,6440.96,252.4386667,7573.16,0.553999945,16.61999834,1.17578125,459.5952148,54.03949731
SITIO GRANDE 1001,31/10/1984,62.49419355,1937.32,0,0,0.08793554,2.726001728,0,250.6224026,0
SITIO GRANDE 1001,30/11/1984,692.3193333,20769.58,0.209666667,6.29,0.82129997,24.63899909,0.000302847,211.2956087,0.030275507
SITIO GRANDE 1001,31/12/1984,886.89,27493.59,3.652258065,113.22,1.454548357,45.09099907,0.004118051,292.1147792,0.4101162
SITIO GRANDE 1001,31/01/1985,891.9625806,27650.84,3.875451613,120.14,1.559322629,48.3390015,0.004344859,311.3755232,0.432606283
SITIO GRANDE 1001,28/02/1985,886.89,24832.92,3.818928571,106.93,1.566750035,43.86900097,0.004305978,314.648075,0.428751576
SITIO GRANDE 1001,31/03/1985,886.89,27493.59,4.058064516,125.8,1.62025803,50.22799893,0.004575612,325.3940059,0.455477112
SITIO GRANDE 1001,30/04/1985,1250.871333,37526.14,2.725666667,81.77,1.519266646,45.57799937,0.002179014,216.3298693,0.217427663
SITIO GRANDE 1001,31/05/1985,1692.415806,52464.89,1.846419355,57.24,1.650677429,51.1710003,0.001090996,173.7201774,0.108980731
SITIO GRANDE 1001,30/06/1985,1725.1583,51754.749,0,0,2.281733385,68.45200154,0,235.5760139,0
SITIO GRANDE 1001,31/07/1985,1842.94971,57131.441,0,0,2.260064475,70.06199872,0,218.4250625,0
SITIO GRANDE 1001,31/08/1985,1864.903839,57812.019,282.6441935,8761.97,2.33864515,72.49799966,0.151559661,223.358771,13.16125131
SITIO GRANDE 1001,30/09/1985,713.4956667,21404.87,96.866,2905.98,3.546300055,106.3890017,0.135762562,885.2771672,11.9534282
SITIO GRANDE 1001,31/10/1985,3116.999355,96626.98,35.50806452,1100.75,3.871580635,120.0189997,0.011391746,221.2313761,1.126343567
SITIO GRANDE 1001,30/11/1985,3331.603333,99948.1,34.595,1037.85,4.184599956,125.5379987,0.010383889,223.7153493,1.027717222
SITIO GRANDE 1001,31/12/1985,3289.67,101979.77,34.89935484,1081.88,4.858870969,150.625,0.010608771,263.074138,1.049740616
SITIO GRANDE 1001,31/01/1986,2338.459677,72492.25,18.44390323,571.76,2.985870986,92.56200055,0.007887202,227.4239913,0.782548059
SITIO GRANDE 1001,28/02/1986,3315.503929,92834.11,0,0,3.475142801,97.30399844,0,186.6887865,0
SITIO GRANDE 1001,31/03/1986,3307.708097,102538.951,0,0,3.909516142,121.1950004,0,210.5188352,0
SITIO GRANDE 1001,30/04/1986,3307.701333,99231.04,0,0,3.896100046,116.8830014,0,209.796837,0
SITIO GRANDE 1001,31/05/1986,3301.844194,102357.17,0,0,3.723483884,115.4280004,0,200.8574879,0
SITIO GRANDE 1001,30/06/1986,3319.442667,99583.28,0,0,3.683199962,110.4959989,0,197.6310826,0
SITIO GRANDE 1001,31/07/1986,3321.14029,102955.349,0,0,3.842064495,119.1039994,0,206.0499691,0
SITIO GRANDE 1001,31/08/1986,3326.80129,103130.84,0,0,3.836709648,118.9379991,0,205.4126555,0
SITIO GRANDE 1001,30/09/1986,3321.140967,99634.229,0,0,3.677433307,110.3229992,0,197.2207562,0
SITIO GRANDE 1001,31/10/1986,3313.815484,102728.28,0,0,3.696161243,114.5809985,0,198.6633297,0
SITIO GRANDE 1001,30/11/1986,3369.573967,101087.219,0,0,3.562066656,106.8619997,0,188.2877961,0
SITIO GRANDE 1001,31/12/1986,3795.913548,117673.32,0,0,4.369548436,135.4560015,0,205.0290357,0
SITIO GRANDE 1001,31/01/1987,3807.073226,118019.27,0,0,5.069161236,157.1439983,0,237.1592123,0
SITIO GRANDE 1001,28/02/1987,3775.797143,105722.32,0,0,5.109035666,143.0529986,0,241.0046406,0
SITIO GRANDE 1001,31/03/1987,3832.862226,118818.729,0,0,4.829258112,149.7070015,0,224.4152334,0
SITIO GRANDE 1001,30/04/1987,1923.062667,57691.88,0.4403,13.21,4.020266648,120.6079995,0.000228958,372.3544483,0.022890529
SITIO GRANDE 1001,31/05/1987,491.0055161,15221.171,0.608709677,18.87,3.525580647,109.2930001,0.001239721,1278.908302,0.123818565
SITIO GRANDE 1001,30/06/1987,3456.375967,103691.279,0.209666667,6.29,3.472200044,104.1660013,6.07E-05,178.9282382,0.006065716
SITIO GRANDE 1001,31/07/1987,4379.869032,135775.94,0,0,3.81745163,118.3410005,0,155.2413972,0
SITIO GRANDE 1001,31/08/1987,4133.544516,128139.88,0,0,4.025903254,124.8030009,0,173.4745779,0
SITIO GRANDE 1001,30/09/1987,4132.53,123975.9,0,0,4.404233376,132.1270013,0,189.8232623,0
SITIO GRANDE 1001,31/10/1987,4126.645806,127926.02,0,0,4.828548401,149.6850004,0,208.4080637,0
SITIO GRANDE 1001,30/11/1987,4132.53,123975.9,0,0,4.783766696,143.5130009,0,206.1812177,0
SITIO GRANDE 1001,31/12/1987,4132.55029,128109.059,0,0,4.717258111,146.2350014,0,203.3136873,0
SITIO GRANDE 1001,31/01/1988,4130.277774,128038.611,0,0,4.830967686,149.7599983,0,208.3291282,0
SITIO GRANDE 1001,29/02/1988,4132.53,119843.37,0,0,4.812827601,139.5720004,0,207.433748,0
SITIO GRANDE 1001,31/03/1988,4134.153226,128158.75,0,0,4.757354877,147.4780012,0,204.9623558,0
