pozo,fecha,tipo de registro,estrangulador (pg),nivel medio de los disparos (mbmr),gradiente pozo (kg/cm2/m),gradiente yacimiento (kg/cm2/m),presion superficie (kg/cm2),de fondo cerrado gradiente de yacimiento (kg/cm2),de fondo cerrado gradiente de pozo (kg/cm2)
SITIO GRANDE 51D,1995-07-06,CERRADO,N/A,4207.5,0.0,0.056,0.0,323.13,0.0
SITIO GRANDE 51D,1995-07-07,CERRADO,N/A,4207.5,0.0,0.056,0.0,322.83,0.0
SITIO GRANDE 51D,1995-10-08,CERRADO,N/A,4207.5,0.0,0.056,0.0,317.43,0.0
SITIO GRANDE 51D,1996-10-09,CERRADO,N/A,4207.5,0.0,0.056,0.0,315.93,0.0
SITIO GRANDE 51D,1996-03-19,CERRADO,N/A,4207.5,0.0,0.056,0.0,378.03,0.0
SITIO GRANDE 51D,1996-05-15,CERRADO,N/A,4207.5,0.0,0.056,0.0,370.63,0.0
SITIO GRANDE 51D,1996-05-20,CERRADO,N/A,4207.5,0.0,0.056,0.0,372.03,0.0
SITIO GRANDE 51D,1996-07-06,CERRADO,N/A,4207.5,0.0,0.056,0.0,372.03,0.0
SITIO GRANDE 51D,1996-10-09,CERRADO,N/A,4207.5,0.0,0.056,0.0,374.93,0.0
SITIO GRANDE 51D,1997-09-18,CERRADO,N/A,4207.5,0.0,0.056,0.0,388.37,350.87
SITIO GRANDE 51D,2007-10-14,CERRADO,N/A,4207.5,0.0,0.056,0.0,365.24,0.0
SITIO GRANDE 53,1982-02-28,CERRADO,N/A,4388.5,0.0,0.056,0.0,393.57,0.0
SITIO GRANDE 53,1982-07-15,CERRADO,N/A,4388.5,0.0,0.056,0.0,386.57,367.88
SITIO GRANDE 53,1983-09-13,CERRADO,N/A,4388.5,0.0,0.056,0.0,414.47,302.28
SITIO GRANDE 53,1984-06-04,CERRADO,N/A,4388.5,0.0,0.056,0.0,427.57,339.18
SITIO GRANDE 53,1984-05-05,CERRADO,N/A,4388.5,0.0,0.056,0.0,431.77,334.82
SITIO GRANDE 53,1984-05-11,CERRADO,N/A,4388.5,0.0,0.056,0.0,435.4,315.53
SITIO GRANDE 53,1985-01-15,CERRADO,N/A,4388.5,0.0,0.056,0.0,425.97,310.53
SITIO GRANDE 53,1985-03-15,CERRADO,N/A,4388.5,0.0,0.056,0.32,401.88,309.92
SITIO GRANDE 53,1985-10-05,CERRADO,N/A,4388.5,0.0,0.056,0.0,397.18,304.83
SITIO GRANDE 53,1985-07-13,CERRADO,N/A,4388.5,0.0,0.056,0.0,407.54,302.7
SITIO GRANDE 53,1985-01-10,CERRADO,N/A,4388.5,0.0,0.056,0.0,399.18,364.49
SITIO GRANDE 53,1985-10-26,CERRADO,N/A,4388.5,0.0,0.056,0.0,385.88,355.96
SITIO GRANDE 53,1986-12-06,CERRADO,N/A,4388.5,0.0,0.056,0.0,395.3,359.15
SITIO GRANDE 53,1986-10-21,CERRADO,N/A,4388.5,0.0,0.056,0.0,401.05,360.06
SITIO GRANDE 53,1987-10-02,CERRADO,N/A,4388.5,0.0,0.056,4.7,433.36,360.26
SITIO GRANDE 53,1987-11-06,CERRADO,N/A,4388.5,0.0,0.056,1.32,395.52,373.12
SITIO GRANDE 53,1987-10-08,CERRADO,N/A,4388.5,0.0,0.056,0.0,364.2,374.03
SITIO GRANDE 53,1988-02-23,CERRADO,N/A,4388.5,0.0,0.056,0.0,409.24,0.0
SITIO GRANDE 53,1988-07-06,CERRADO,N/A,4388.5,0.0,0.056,0.96,409.24,374.48
SITIO GRANDE 53,1989-06-23,CERRADO,N/A,4388.5,0.0,0.056,0.0,409.24,0.0
SITIO GRANDE 53,1991-11-13,CERRADO,N/A,4388.5,0.0,0.056,0.0,373.42,0.0
SITIO GRANDE 53,1992-01-15,CERRADO,N/A,4388.5,0.0,0.056,0.0,337.32,0.0
SITIO GRANDE 53,1992-03-04,CERRADO,N/A,4388.5,0.0,0.056,0.0,324.72,0.0
SITIO GRANDE 53,1992-07-18,CERRADO,N/A,4388.5,0.0,0.056,0.0,317.92,0.0
SITIO GRANDE 53,1993-11-03,CERRADO,N/A,4388.5,0.0,0.056,0.0,317.92,0.0
SITIO GRANDE 53,1993-02-07,CERRADO,N/A,4388.5,0.0,0.056,0.0,317.02,0.0
SITIO GRANDE 53,1994-07-19,CERRADO,N/A,4388.5,0.0,0.056,0.0,320.62,0.0
SITIO GRANDE 53,1994-10-26,CERRADO,N/A,4388.5,0.0,0.056,0.0,316.02,0.0
SITIO GRANDE 53,1995-01-18,CERRADO,N/A,4388.5,0.0,0.056,0.0,318.22,370.03
SITIO GRANDE 53,1995-04-27,CERRADO,N/A,4388.5,0.0,0.056,0.0,309.94,0.0
SITIO GRANDE 53,1995-12-07,CERRADO,N/A,4388.5,0.0,0.056,0.0,300.34,0.0
SITIO GRANDE 53,1996-03-21,CERRADO,N/A,4388.5,0.0,0.056,0.0,326.82,0.0
SITIO GRANDE 53,1996-06-22,CERRADO,N/A,4388.5,0.0,0.056,0.0,284.18,0.0
SITIO GRANDE 53,2003-03-08,CERRADO,N/A,4388.5,0.0,0.056,0.0,288.56,344.81
SITIO GRANDE 53,2011-04-27,CERRADO,N/A,4449.0,0.0,0.056,0.0,307.56,0.0
SITIO GRANDE 53,2013-02-24,CERRADO,N/A,4449.0,0.0,0.056,0.0,315.46,0.0
SITIO GRANDE 53,2014-03-17,CERRADO,N/A,4449.0,0.0,0.056,0.0,317.76,0.0
SITIO GRANDE 61,1974-07-30,CERRADO,N/A,3975.0,0.0,0.056,0.0,320.96,375.16
SITIO GRANDE 61,1974-12-24,CERRADO,N/A,3975.0,0.0,0.056,0.0,310.56,340.22
SITIO GRANDE 61,1975-04-13,CERRADO,N/A,3975.0,0.0,0.056,0.0,315.96,328.2
SITIO GRANDE 61,1975-08-20,CERRADO,N/A,3975.0,0.0,0.056,0.0,316.36,324.87
SITIO GRANDE 61,1975-12-13,CERRADO,N/A,3975.0,0.0,0.056,0.0,318.66,324.87
SITIO GRANDE 61,1976-12-04,CERRADO,N/A,3975.0,0.0,0.056,0.0,317.86,321.66
SITIO GRANDE 61,1976-09-08,CERRADO,N/A,3975.0,0.0,0.056,0.0,318.26,321.35
SITIO GRANDE 61,1976-09-12,CERRADO,N/A,3975.0,0.0,0.056,0.0,310.62,316.44
SITIO GRANDE 61,1977-01-31,CERRADO,N/A,3975.0,0.0,0.056,0.0,316.68,318.33
SITIO GRANDE 61,1978-02-27,CERRADO,N/A,3975.0,0.0,0.056,0.0,320.77,314.34
SITIO GRANDE 61,1978-09-12,CERRADO,N/A,3975.0,0.0,0.056,0.0,315.75,302.6
SITIO GRANDE 61,1982-10-11,CERRADO,N/A,3975.0,0.0,0.056,0.0,312.15,351.36
SITIO GRANDE 61D,1986-04-26,CERRADO,N/A,3925.0,0.0,0.056,0.0,311.48,274.32
SITIO GRANDE 61D,1989-04-22,CERRADO,N/A,3925.0,0.0,0.056,44.64,315.97,303.03
SITIO GRANDE 61D,1990-01-21,CERRADO,N/A,3925.0,0.0,0.056,92.51,310.87,302.2
SITIO GRANDE 61D,1991-05-22,CERRADO,N/A,3925.0,0.0,0.056,101.27,316.02,307.55
SITIO GRANDE 61D,1991-11-22,CERRADO,N/A,3925.0,0.0,0.056,31.42,313.22,309.22
SITIO GRANDE 61D,1992-08-02,CERRADO,N/A,3925.0,0.0,0.056,100.82,316.45,314.33
SITIO GRANDE 61D,1992-08-03,CERRADO,N/A,3925.0,0.0,0.056,151.48,323.04,303.16
SITIO GRANDE 61D,1992-09-05,CERRADO,N/A,3925.0,0.0,0.056,90.2,320.69,306.01
SITIO GRANDE 61D,1992-11-06,CERRADO,N/A,3925.0,0.0,0.056,135.36,317.53,311.26
SITIO GRANDE 61D,1992-08-25,CERRADO,N/A,3925.0,0.0,0.056,104.42,316.68,329.99
SITIO GRANDE 61D,1992-11-23,CERRADO,N/A,3925.0,0.0,0.056,135.36,317.53,328.2
SITIO GRANDE 61D,1992-12-16,CERRADO,N/A,3925.0,0.0,0.056,105.85,323.26,328.91
SITIO GRANDE 61D,1993-11-03,CERRADO,N/A,3925.0,0.0,0.056,114.95,323.01,322.11
SITIO GRANDE 61D,1993-08-25,CERRADO,N/A,3925.0,0.0,0.056,136.8,326.08,331.74
SITIO GRANDE 61D,1993-06-09,CERRADO,N/A,3925.0,0.0,0.056,151.02,330.7,334.38
SITIO GRANDE 61D,1993-10-26,CERRADO,N/A,3925.0,0.0,0.056,49.16,329.35,330.09
SITIO GRANDE 61D,1993-11-19,CERRADO,N/A,3925.0,0.0,0.056,72.48,317.63,323.11
SITIO GRANDE 61D,1993-12-17,CERRADO,N/A,3925.0,0.0,0.056,96.68,318.58,321.61
SITIO GRANDE 61D,1994-01-28,CERRADO,N/A,3925.0,0.0,0.056,72.86,319.13,330.66
SITIO GRANDE 61D,1994-05-14,CERRADO,N/A,3925.0,0.0,0.056,81.6,317.1,321.16
SITIO GRANDE 61D,1994-07-19,CERRADO,N/A,3925.0,0.0,0.056,107.87,318.59,326.05
SITIO GRANDE 61D,1994-09-29,CERRADO,N/A,3925.0,0.0,0.056,14.58,325.74,322.97
SITIO GRANDE 61D,1994-11-11,CERRADO,N/A,3925.0,0.0,0.056,102.35,241.74,326.82
SITIO GRANDE 61D,1995-12-01,CERRADO,N/A,3925.0,0.0,0.056,155.66,323.17,327.38
SITIO GRANDE 61D,1995-04-22,CERRADO,N/A,3925.0,0.0,0.056,10.47,316.97,331.67
SITIO GRANDE 61D,1995-05-29,CERRADO,N/A,3925.0,0.0,0.056,8.09,342.12,328.56
SITIO GRANDE 61D,1995-08-08,CERRADO,N/A,3925.0,0.0,0.056,14.12,341.99,326.42
SITIO GRANDE 61D,1995-05-29,CERRADO,N/A,3925.0,0.0,0.056,76.16,336.87,328.56
SITIO GRANDE 61D,1996-02-16,CERRADO,N/A,3925.0,0.0,0.056,119.14,338.51,333.73
SITIO GRANDE 61D,1996-03-15,CERRADO,N/A,3925.0,0.0,0.056,136.85,340.88,331.77
SITIO GRANDE 61D,1996-05-04,CERRADO,N/A,3925.0,0.0,0.056,0.0,378.5,336.88
SITIO GRANDE 61D,1996-04-05,CERRADO,N/A,3925.0,0.0,0.056,0.0,283.26,333.93
SITIO GRANDE 61D,1996-06-17,CERRADO,N/A,3925.0,0.0,0.056,0.0,285.56,339.39
SITIO GRANDE 61D,1996-09-09,CERRADO,N/A,3925.0,0.0,0.056,0.0,322.56,328.61
SITIO GRANDE 61D,1996-07-10,CERRADO,N/A,3925.0,0.0,0.056,0.0,325.16,329.61
SITIO GRANDE 61D,1996-11-18,CERRADO,N/A,3925.0,0.0,0.056,0.0,326.36,331.16
SITIO GRANDE 61D,1996-05-12,CERRADO,N/A,3925.0,0.0,0.056,0.0,323.86,328.96
SITIO GRANDE 61D,1997-06-02,CERRADO,N/A,3925.0,0.0,0.056,0.0,321.36,330.23
SITIO GRANDE 61D,2001-09-11,CERRADO,N/A,3925.0,0.0,0.056,0.0,297.76,338.69
SITIO GRANDE 61D,2002-07-01,CERRADO,N/A,3925.0,0.0,0.056,0.0,323.52,0.0
SITIO GRANDE 61D,2003-05-01,CERRADO,N/A,3925.0,0.0,0.056,0.0,325.12,333.67
SITIO GRANDE 61D,2006-06-14,CERRADO,"104/64""",3925.0,0.0,0.056,0.0,322.22,352.86
SITIO GRANDE 61D,2006-09-26,CERRADO,N/A,3925.0,0.0,0.056,0.0,327.76,353.44
SITIO GRANDE 61D,2007-01-06,CERRADO,"104/64""",3925.0,0.0,0.056,0.0,367.72,353.21
SITIO GRANDE 61D,2008-05-15,CERRADO,"104/64""",3925.0,0.0,0.056,0.0,337.26,348.06
SITIO GRANDE 61D,2009-02-14,CERRADO,N/A,3925.0,0.0,0.056,0.0,286.16,350.95
SITIO GRANDE 61D,2009-12-29,CERRADO,"104/64""",3925.0,0.0,0.056,0.0,286.06,352.36
SITIO GRANDE 63,1974-09-29,CERRADO,N/A,4268.0,0.0,0.056,0.0,280.06,370.4
SITIO GRANDE 63,1974-10-12,CERRADO,N/A,4123.5,0.0,0.056,0.0,318.16,0.0
SITIO GRANDE 63,1974-12-29,CERRADO,N/A,4123.5,0.0,0.056,0.0,316.06,0.0
SITIO GRANDE 63,1974-02-04,CERRADO,N/A,4123.5,0.0,0.056,0.0,310.14,322.73
SITIO GRANDE 63,1975-06-07,CERRADO,N/A,4123.5,0.0,0.056,0.0,290.76,324.82
SITIO GRANDE 63,1975-08-31,CERRADO,N/A,4123.5,0.0,0.056,0.0,307.66,327.21
SITIO GRANDE 63,1975-01-10,CERRADO,N/A,4123.5,0.0,0.056,0.0,305.52,323.78
SITIO GRANDE 63,1975-11-27,CERRADO,N/A,4123.5,0.0,0.056,0.0,305.86,321.7
SITIO GRANDE 63,1976-09-04,CERRADO,N/A,4123.5,0.0,0.056,0.0,380.0,297.48
SITIO GRANDE 63,1976-01-08,CERRADO,N/A,4123.5,0.0,0.056,0.0,369.2,323.67
SITIO GRANDE 63,1976-12-13,CERRADO,N/A,4234.0,0.0,0.056,0.0,361.72,323.24
SITIO GRANDE 63,1977-01-15,CERRADO,N/A,4234.0,0.0,0.056,0.0,363.7,320.89
SITIO GRANDE 63,1978-11-04,CERRADO,N/A,4234.0,0.0,0.056,0.0,420.6,331.5
SITIO GRANDE 63,1982-03-15,CERRADO,N/A,4181.0,0.0,0.056,0.0,348.26,356.5
SITIO GRANDE 63,1984-09-04,CERRADO,N/A,4181.0,0.0,0.056,0.0,397.88,332.66
SITIO GRANDE 63,1984-07-05,CERRADO,N/A,4181.0,0.0,0.056,0.0,324.06,300.32
SITIO GRANDE 63,1984-11-05,CERRADO,N/A,4181.0,0.0,0.056,0.0,414.56,299.34
SITIO GRANDE 63,1984-02-06,CERRADO,N/A,4181.0,0.0,0.056,0.0,392.88,318.12
SITIO GRANDE 63,1984-03-07,CERRADO,N/A,4181.0,0.0,0.056,0.0,406.58,313.45
SITIO GRANDE 63,1984-04-08,CERRADO,N/A,4181.0,0.0,0.056,0.0,395.62,311.58
SITIO GRANDE 63,1984-05-11,CERRADO,N/A,4181.0,0.0,0.056,0.0,390.14,304.47
SITIO GRANDE 63,1985-01-17,CERRADO,N/A,4181.0,0.0,0.056,0.0,393.78,291.58
SITIO GRANDE 63,1985-03-16,CERRADO,N/A,4181.0,0.0,0.056,0.0,402.58,306.56
SITIO GRANDE 63,1985-12-05,CERRADO,N/A,4181.0,0.0,0.056,0.0,396.98,304.37
SITIO GRANDE 63,1985-07-16,CERRADO,N/A,4181.0,0.0,0.056,0.0,398.58,304.83
SITIO GRANDE 63,1985-03-10,CERRADO,N/A,4181.0,0.0,0.056,0.0,373.08,374.11
SITIO GRANDE 63,1985-10-27,CERRADO,N/A,4181.0,0.0,0.056,0.0,390.98,364.45
SITIO GRANDE 63,1986-02-28,CERRADO,N/A,4181.0,0.0,0.056,0.0,333.11,364.57
SITIO GRANDE 63,1986-06-16,CERRADO,N/A,4181.0,0.0,0.056,0.0,355.71,358.24
SITIO GRANDE 63,1986-10-10,CERRADO,N/A,4181.0,0.0,0.056,0.0,335.71,0.0
SITIO GRANDE 63,1987-02-15,CERRADO,N/A,4181.0,0.0,0.056,0.0,326.89,361.54
SITIO GRANDE 63,1987-06-13,CERRADO,N/A,4181.0,0.0,0.056,0.0,398.87,0.0
SITIO GRANDE 63,1987-08-14,CERRADO,N/A,4181.0,0.0,0.056,0.0,384.11,0.0
SITIO GRANDE 63,1988-02-24,CERRADO,N/A,4181.0,0.0,0.056,0.0,373.47,0.0
SITIO GRANDE 63,1988-05-06,CERRADO,N/A,4181.0,0.0,0.056,0.0,374.87,0.0
SITIO GRANDE 63,1989-06-25,CERRADO,N/A,4181.0,0.0,0.056,0.0,386.28,0.0
SITIO GRANDE 63,1990-05-10,CERRADO,N/A,4181.0,0.0,0.056,0.0,370.14,0.0
SITIO GRANDE 63,1991-02-14,CERRADO,N/A,4181.0,0.0,0.056,0.0,357.81,0.0
SITIO GRANDE 63,1991-11-14,CERRADO,N/A,4181.0,0.0,0.056,0.0,347.96,0.0
SITIO GRANDE 63,1992-01-18,CERRADO,N/A,4181.0,0.0,0.056,0.0,339.43,0.0
SITIO GRANDE 63,1992-03-04,CERRADO,N/A,4181.0,0.0,0.056,0.0,337.54,0.0
SITIO GRANDE 63,1992-07-18,CERRADO,N/A,4181.0,0.0,0.056,0.0,369.3,0.0
SITIO GRANDE 63,1992-10-15,CERRADO,N/A,4181.0,0.0,0.056,0.0,393.63,368.81
SITIO GRANDE 63,1993-07-01,CERRADO,N/A,4181.0,0.0,0.056,0.0,391.8,0.0
SITIO GRANDE 63,1993-10-03,CERRADO,N/A,4181.0,0.0,0.056,0.0,383.19,328.99
SITIO GRANDE 63,1993-05-07,CERRADO,N/A,4181.0,0.0,0.056,0.0,371.71,351.29
SITIO GRANDE 63,1993-09-14,CERRADO,N/A,4181.0,0.0,0.056,4.38,345.7,331.26
SITIO GRANDE 63,1994-01-28,CERRADO,N/A,4181.0,0.0,0.056,0.0,400.7,322.41
SITIO GRANDE 63,1994-07-26,CERRADO,N/A,4181.0,0.0,0.056,141.6,341.04,0.0
SITIO GRANDE 63,1994-10-11,CERRADO,N/A,4181.0,0.0,0.056,123.0,326.96,0.0
SITIO GRANDE 63,1995-01-24,CERRADO,N/A,4181.0,0.0,0.056,122.0,311.44,368.56
SITIO GRANDE 63,1995-05-05,CERRADO,N/A,4181.0,0.0,0.056,110.0,319.94,370.3
SITIO GRANDE 63,1995-07-13,CERRADO,N/A,4181.0,0.0,0.056,114.3,316.04,0.0
SITIO GRANDE 63,1997-04-03,CERRADO,N/A,4181.0,0.0,0.056,120.0,322.94,365.94
SITIO GRANDE 63,1997-10-15,CERRADO,N/A,4181.0,0.0,0.056,114.7,317.74,353.4
SITIO GRANDE 63,1998-01-15,CERRADO,N/A,4181.0,0.0,0.056,0.0,308.64,342.73
SITIO GRANDE 63,1998-03-28,CERRADO,N/A,4181.0,0.0,0.056,0.0,293.64,334.73
SITIO GRANDE 63,1998-04-22,CERRADO,N/A,4181.0,0.0,0.056,10.0,312.74,333.84
SITIO GRANDE 63,1998-05-26,CERRADO,N/A,4181.0,0.0,0.056,0.0,307.64,365.1
SITIO GRANDE 63,1999-07-15,CERRADO,N/A,4181.0,0.0,0.056,0.0,312.84,0.0
SITIO GRANDE 63,1999-11-17,CERRADO,N/A,4181.0,0.0,0.056,8.0,307.34,0.0
SITIO GRANDE 63,2000-07-03,CERRADO,N/A,4181.0,0.0,0.056,5.0,311.14,0.0
SITIO GRANDE 63,2002-07-19,CERRADO,N/A,4181.0,0.0,0.056,0.0,310.34,367.51
SITIO GRANDE 63,2003-02-13,CERRADO,N/A,4181.0,0.0,0.056,50.0,310.84,345.15
SITIO GRANDE 63,2004-08-05,CERRADO,N/A,4181.0,0.0,0.056,0.0,312.84,0.0
SITIO GRANDE 70,1974-12-12,CERRADO,N/A,3870.5,0.0,0.056,0.0,312.84,341.04
SITIO GRANDE 70,1975-08-04,CERRADO,N/A,3870.5,0.0,0.056,0.0,316.34,329.24
SITIO GRANDE 70,1975-08-12,CERRADO,N/A,3870.5,0.0,0.056,7.0,313.71,311.23
SITIO GRANDE 70,1976-03-22,CERRADO,N/A,3870.5,0.0,0.056,10.0,318.88,320.37
SITIO GRANDE 70,1976-04-14,CERRADO,N/A,3870.5,0.0,0.056,70.0,325.44,316.69
SITIO GRANDE 70,1976-07-30,CERRADO,N/A,3870.5,0.0,0.056,80.0,315.49,323.8
SITIO GRANDE 70,1977-02-19,CERRADO,N/A,3870.5,0.0,0.056,0.0,315.45,319.25
SITIO GRANDE 70,1978-05-03,CERRADO,N/A,3870.5,0.0,0.056,0.0,315.55,309.93
SITIO GRANDE 70,1990-05-07,CERRADO,N/A,3795.0,0.0,0.056,0.0,305.66,293.99
SITIO GRANDE 70,1992-02-20,CERRADO,N/A,3795.0,0.0,0.056,0.0,312.34,327.01
SITIO GRANDE 70,1992-02-25,CERRADO,N/A,3795.0,0.0,0.056,58.0,313.58,325.0
SITIO GRANDE 70,1992-07-04,CERRADO,N/A,3795.0,0.0,0.056,5.0,314.22,326.27
SITIO GRANDE 70,1992-11-05,CERRADO,N/A,3795.0,0.0,0.056,12.0,317.1,328.32
SITIO GRANDE 70,1992-11-06,CERRADO,N/A,3795.0,0.0,0.056,0.0,318.35,326.25
SITIO GRANDE 70,1992-08-25,CERRADO,N/A,3795.0,0.0,0.056,5.0,316.69,325.07
SITIO GRANDE 70,1992-09-15,CERRADO,N/A,3795.0,0.0,0.056,0.0,312.02,324.7
SITIO GRANDE 70,1992-04-04,CERRADO,N/A,3795.0,0.0,0.056,27.0,317.48,325.02
SITIO GRANDE 70,1992-04-11,CERRADO,N/A,3781.0,0.0,0.056,34.0,320.77,325.02
SITIO GRANDE 70,1993-10-01,CERRADO,N/A,3781.0,0.0,0.056,0.0,326.77,330.52
SITIO GRANDE 70,1993-05-15,CERRADO,N/A,3781.0,0.0,0.056,0.0,319.15,330.65
SITIO GRANDE 70,1993-07-24,CERRADO,N/A,3781.0,0.0,0.056,8.0,323.08,332.37
SITIO GRANDE 70,1993-09-14,CERRADO,N/A,3781.0,0.0,0.056,0.0,319.9,338.35
SITIO GRANDE 70,1993-10-18,CERRADO,N/A,3781.0,0.0,0.056,0.0,330.75,329.85
SITIO GRANDE 70,1993-11-20,CERRADO,N/A,3781.0,0.0,0.056,9.41,318.42,329.69
SITIO GRANDE 70,1993-12-21,CERRADO,N/A,3781.0,0.0,0.056,4.34,312.85,329.24
SITIO GRANDE 70,1994-05-15,CERRADO,N/A,3781.0,0.0,0.056,8.93,317.88,324.11
SITIO GRANDE 70,1994-06-21,CERRADO,N/A,3781.0,0.0,0.056,9.47,321.08,327.91
SITIO GRANDE 70,1994-07-20,CERRADO,N/A,3781.0,0.0,0.056,8.42,318.07,328.75
SITIO GRANDE 70,1994-12-09,CERRADO,N/A,3781.0,0.0,0.056,107.57,318.41,327.15
SITIO GRANDE 70,1994-12-11,CERRADO,N/A,3781.0,0.0,0.056,9.26,316.04,331.69
SITIO GRANDE 70,1995-11-01,CERRADO,N/A,3781.0,0.0,0.056,10.54,316.99,332.91
SITIO GRANDE 70,1995-01-05,CERRADO,N/A,3781.0,0.0,0.056,13.9,309.3,330.38
SITIO GRANDE 70,1995-05-08,CERRADO,N/A,3781.0,0.0,0.056,41.56,316.47,329.41
SITIO GRANDE 70,1995-12-23,CERRADO,N/A,3781.0,0.0,0.056,36.13,316.37,330.27
SITIO GRANDE 70,1996-04-01,CERRADO,N/A,3781.0,0.0,0.056,62.31,314.47,333.5
SITIO GRANDE 70,1996-04-29,CERRADO,N/A,3781.0,0.0,0.056,89.55,315.18,341.71
SITIO GRANDE 70,1996-08-05,CERRADO,N/A,3781.0,0.0,0.056,112.15,309.89,332.9
SITIO GRANDE 70,1996-06-20,CERRADO,N/A,3781.0,0.0,0.056,6.75,308.21,336.94
SITIO GRANDE 70,1996-07-24,CERRADO,N/A,3781.0,0.0,0.056,6.75,178.96,334.14
SITIO GRANDE 70,1996-07-08,CERRADO,N/A,3781.0,0.0,0.056,5.51,308.95,348.79
SITIO GRANDE 70,1996-10-09,CERRADO,N/A,3781.0,0.0,0.056,6.75,301.82,331.06
SITIO GRANDE 70,1996-03-10,CERRADO,N/A,3781.0,0.0,0.056,2.19,300.47,326.64
SITIO GRANDE 70,1996-05-11,CERRADO,N/A,3781.0,0.0,0.056,4.14,304.06,329.68
SITIO GRANDE 70,1996-06-12,CERRADO,N/A,3781.0,0.0,0.056,16.9,301.17,334.36
SITIO GRANDE 70,1997-08-01,CERRADO,N/A,3781.0,0.0,0.056,22.52,353.21,331.44
SITIO GRANDE 70,1997-06-02,CERRADO,N/A,3781.0,0.0,0.056,160.67,318.96,332.74
SITIO GRANDE 70,1997-01-04,CERRADO,N/A,3781.0,0.0,0.056,143.85,337.07,329.24
SITIO GRANDE 70,1997-09-05,CERRADO,N/A,3781.0,0.0,0.056,6.01,339.52,332.5
SITIO GRANDE 70,1997-03-06,CERRADO,N/A,3781.0,0.0,0.056,4.63,340.38,324.48
SITIO GRANDE 70,1997-12-07,CERRADO,N/A,3781.0,0.0,0.056,25.56,341.32,329.89
SITIO GRANDE 70,1997-11-09,CERRADO,N/A,3781.0,0.0,0.056,83.22,350.69,330.79
SITIO GRANDE 70,1997-06-10,CERRADO,N/A,3781.0,0.0,0.056,0.0,342.76,328.25
SITIO GRANDE 70,1997-05-11,CERRADO,N/A,3781.0,0.0,0.056,0.0,328.06,328.96
SITIO GRANDE 70,1997-12-16,CERRADO,N/A,3781.0,0.0,0.056,118.5,320.46,321.63
SITIO GRANDE 70,1998-01-20,CERRADO,N/A,3781.0,0.0,0.056,114.7,316.46,319.8
SITIO GRANDE 70,1998-02-28,CERRADO,N/A,3787.0,0.0,0.056,71.6,321.66,0.0
SITIO GRANDE 70,1998-12-04,CERRADO,N/A,3787.0,0.0,0.056,46.2,322.06,322.97
SITIO GRANDE 70,2000-05-15,CERRADO,N/A,3787.0,0.0,0.056,113.1,318.16,336.32
SITIO GRANDE 70,2000-07-29,CERRADO,N/A,3787.0,0.0,0.056,101.0,316.26,332.67
SITIO GRANDE 70,2000-06-09,CERRADO,N/A,3787.0,0.0,0.056,103.6,306.26,341.11
SITIO GRANDE 70,2001-01-16,CERRADO,N/A,3787.0,0.0,0.056,99.6,299.26,338.98
SITIO GRANDE 70,2004-05-13,CERRADO,N/A,3751.5,0.0,0.056,0.0,299.86,0.0
SITIO GRANDE 70,2005-10-11,CERRADO,"1""",3751.5,0.0,0.056,11.4,279.25,351.67
SITIO GRANDE 70,2008-07-29,CERRADO,"104/64""",3766.0,0.0,0.056,8.0,280.85,352.0
SITIO GRANDE 70,2009-02-19,CERRADO,"104/64""",3766.0,0.0,0.056,7.0,281.55,354.55
SITIO GRANDE 70,2009-03-16,CERRADO,"1/8""",3751.5,0.0,0.056,8.2,279.88,355.38
SITIO GRANDE 70,2009-12-06,CERRADO,"1/8""",3766.0,0.0,0.056,30.3,263.08,356.38
SITIO GRANDE 70,2013-06-29,CERRADO,N/A,3752.0,0.0,0.056,18.0,280.36,365.37
SITIO GRANDE 71,1974-12-19,CERRADO,N/A,3887.5,0.0,0.056,5.9,276.96,339.91
SITIO GRANDE 71,1975-08-04,CERRADO,N/A,3887.5,0.0,0.056,5.9,282.66,329.49
SITIO GRANDE 71,1975-12-12,CERRADO,N/A,3887.5,0.0,0.056,7.0,284.46,321.6
SITIO GRANDE 71,1976-06-04,CERRADO,N/A,3887.5,0.0,0.056,6.2,284.76,317.03
SITIO GRANDE 71,1976-07-30,CERRADO,N/A,3887.5,0.0,0.056,6.1,284.82,323.37
SITIO GRANDE 71,1976-07-12,CERRADO,N/A,3887.5,0.0,0.056,5.2,286.96,323.2
SITIO GRANDE 71,1977-01-27,CERRADO,N/A,3887.5,0.0,0.056,12.4,284.46,317.88
SITIO GRANDE 71,1978-02-13,CERRADO,N/A,3887.5,0.0,0.056,36.7,284.96,319.97
SITIO GRANDE 71,1978-12-19,CERRADO,N/A,3887.5,0.0,0.056,25.8,283.66,308.26
SITIO GRANDE 71,1980-09-29,CERRADO,N/A,3887.5,0.0,0.056,33.7,287.56,299.26
SITIO GRANDE 71,1981-06-05,CERRADO,N/A,3887.5,0.0,0.056,3.0,291.0,302.14
SITIO GRANDE 71,1986-04-26,CERRADO,N/A,3887.5,0.0,0.056,5.5,289.3,290.55
SITIO GRANDE 71,1986-05-27,CERRADO,N/A,3887.5,0.0,0.056,30.0,298.16,282.37
SITIO GRANDE 71,1986-06-23,CERRADO,N/A,3887.5,0.0,0.056,0.0,291.76,284.3
SITIO GRANDE 71,1986-12-07,CERRADO,N/A,3887.5,0.0,0.056,12.0,294.96,285.12
