TERMINACION,FECHA,CAMPO,TIPO DE REGISTRO,CERRADO(YAC),CERRADO(POZO),FLUYENDO(YAC),FLUYENDO(POZO)
SITIO GRANDE 81,23/11/2002,SITIO GRANDE,FLUYENTE,,,317.722,320.4808
SITIO GRANDE 81,27/04/2003,SITIO GRANDE,FLUYENTE,,,319.09,319.09
SITIO GRANDE 81,02/07/2003,SITIO GRANDE,FLUYENTE,,,140.182,141.2092
SITIO GRANDE 81,07/08/2003,SITIO GRANDE,FLUYENTE,,,242.162,243.3069
SITIO GRANDE 81,11/11/2003,SITIO GRANDE,FLUYENTE,,,286.492,288.5892
SITIO GRANDE 81,22/03/2004,SITIO GRANDE,FLUYENTE,,,292.532,294.458
SITIO GRANDE 81,27/03/2004,SITIO GRANDE,FLUYENTE,,,296.892,299.0748
SITIO GRANDE 81,17/05/2004,SITIO GRANDE,FLUYENTE,,,298.202,300.449
SITIO GRANDE 81,12/07/2004,SITIO GRANDE,FLUYENTE,,,300.822,303.1546
SITIO GRANDE 81,20/10/2004,SITIO GRANDE,CERRADO,325.11,325.11,,
SITIO GRANDE 81,03/02/2005,SITIO GRANDE,CERRADO,324.81,324.81,,
SITIO GRANDE 81,03/02/2005,SITIO GRANDE,CERRADO,324.29,324.962,,
SITIO GRANDE 81,03/02/2005,SITIO GRANDE,CERRADO,323.8654349,324.5374349,,
SITIO GRANDE 81,04/02/2005,SITIO GRANDE,CERRADO,323.9146509,324.5866509,,
SITIO GRANDE 81,05/02/2005,SITIO GRANDE,CERRADO,323.9498052,324.6218052,,
SITIO GRANDE 81,06/02/2005,SITIO GRANDE,CERRADO,323.9919904,324.6639904,,
SITIO GRANDE 81,07/02/2005,SITIO GRANDE,CERRADO,324.0060522,324.6780522,,
SITIO GRANDE 81,12/08/2005,SITIO GRANDE,FLUYENTE,,,296.28,296.31
SITIO GRANDE 81,07/02/2006,SITIO GRANDE,FLUYENTE,,,299.834,300.30975
SITIO GRANDE 81,08/02/2006,SITIO GRANDE,FLUYENTE,,,300.144,300.8538
SITIO GRANDE 81,23/01/2008,SITIO GRANDE,FLUYENTE,,,333.244,334.4723
SITIO GRANDE 81,24/03/2009,SITIO GRANDE,FLUYENTE,,,330.324,329.9261
SITIO GRANDE 81,03/06/2010,SITIO GRANDE,CERRADO,340.832,339.8171,,
SITIO GRANDE 81,10/06/2010,SITIO GRANDE,FLUYENTE,,,336.448,336.5452
SITIO GRANDE 81,05/11/2010,SITIO GRANDE,FLUYENTE,,,339.558,339.4932
SITIO GRANDE 81,12/11/2012,SITIO GRANDE,FLUYENTE,,,343.94,343.724
SITIO GRANDE 82,08/01/1976,SITIO GRANDE,CERRADO,221.9,203.9,,
SITIO GRANDE 82,19/01/1976,SITIO GRANDE,CERRADO,338.028,333.37,,
SITIO GRANDE 82,22/03/1976,SITIO GRANDE,FLUYENTE,,,228.62,228.829
SITIO GRANDE 82,25/03/1976,SITIO GRANDE,CERRADO,312.78,313,,
SITIO GRANDE 82,02/08/1976,SITIO GRANDE,FLUYENTE,,,307.18,307.07
SITIO GRANDE 82,03/08/1976,SITIO GRANDE,CERRADO,313,313,,
SITIO GRANDE 82,22/02/1977,SITIO GRANDE,FLUYENTE,,,308.08,308.4265
SITIO GRANDE 82,25/02/1977,SITIO GRANDE,CERRADO,314.6,314.6,,
SITIO GRANDE 82,30/06/1977,SITIO GRANDE,FLUYENTE,,,302.78,303.055
SITIO GRANDE 82,25/11/1977,SITIO GRANDE,FLUYENTE,,,306.4,307.05
SITIO GRANDE 82,26/11/1977,SITIO GRANDE,CERRADO,313.9,313.9,,
SITIO GRANDE 82,15/02/1978,SITIO GRANDE,FLUYENTE,,,,
SITIO GRANDE 82,15/02/1978,SITIO GRANDE,CERRADO,311.1,311.1,,
SITIO GRANDE 82,31/08/1978,SITIO GRANDE,CERRADO,304,304,,
SITIO GRANDE 82,30/08/1978,SITIO GRANDE,FLUYENTE,,,295.4,295.4
SITIO GRANDE 82,06/09/1978,SITIO GRANDE,CERRADO,301.8,301.8,,
SITIO GRANDE 82,13/09/1978,SITIO GRANDE,CERRADO,305.3,305.3,,
SITIO GRANDE 82,29/10/1978,SITIO GRANDE,CERRADO,305.5,305.5,,
SITIO GRANDE 82,22/12/1978,SITIO GRANDE,CERRADO,304.9,304.9,,
SITIO GRANDE 82,08/02/1979,SITIO GRANDE,CERRADO,303.8,303.8,,
SITIO GRANDE 82,07/10/1979,SITIO GRANDE,CERRADO,290.732,291.2037,,
SITIO GRANDE 82,17/10/1979,SITIO GRANDE,FLUYENTE,,,264.032,263.873
SITIO GRANDE 82,18/10/1979,SITIO GRANDE,CERRADO,290.732,290.1702,,
SITIO GRANDE 82,15/08/1981,SITIO GRANDE,CERRADO,292.84,292.19,,
SITIO GRANDE 82,28/10/1981,SITIO GRANDE,CERRADO,290.74,290.36,,
SITIO GRANDE 82,18/10/1981,SITIO GRANDE,CERRADO,295.54,295.0255,,
SITIO GRANDE 82,03/03/1982,SITIO GRANDE,CERRADO,289.04,288.66,,
SITIO GRANDE 82,24/08/1983,SITIO GRANDE,CERRADO,298.54,298.13,,
SITIO GRANDE 82,23/09/1983,SITIO GRANDE,CERRADO,285.12,284.92,,
SITIO GRANDE 82,02/10/1983,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 82,12/12/1983,SITIO GRANDE,CERRADO,297.944,299,,
SITIO GRANDE 82,17/03/1984,SITIO GRANDE,CERRADO,297.276,298.263,,
SITIO GRANDE 82,30/04/1984,SITIO GRANDE,CERRADO,296.676,297.6,,
SITIO GRANDE 82,05/08/1984,SITIO GRANDE,CERRADO,289.836,291.138,,
SITIO GRANDE 82,07/11/1984,SITIO GRANDE,CERRADO,284.736,285.945,,
SITIO GRANDE 82,19/01/1985,SITIO GRANDE,CERRADO,284.336,285.7186,,
SITIO GRANDE 82,12/03/1985,SITIO GRANDE,CERRADO,280.436,281.614,,
SITIO GRANDE 82,13/05/1985,SITIO GRANDE,CERRADO,278.136,278.632,,
SITIO GRANDE 82,14/07/1985,SITIO GRANDE,CERRADO,277.936,278.4475,,
SITIO GRANDE 82,27/07/1985,SITIO GRANDE,CERRADO,276.136,276.415,,
SITIO GRANDE 82,24/08/1985,SITIO GRANDE,CERRADO,276.736,276.829,,
SITIO GRANDE 82,19/09/1985,SITIO GRANDE,CERRADO,276.536,276.8584,,
SITIO GRANDE 82,13/11/1985,SITIO GRANDE,CERRADO,283.436,283.9475,,
SITIO GRANDE 82,25/01/1986,SITIO GRANDE,CERRADO,277.636,277.6236,,
SITIO GRANDE 82,31/03/1986,SITIO GRANDE,CERRADO,273.836,274.6048,,
SITIO GRANDE 82,23/04/1986,SITIO GRANDE,CERRADO,273.336,274.2722,,
SITIO GRANDE 82,12/07/1986,SITIO GRANDE,CERRADO,274.036,275.2512,,
SITIO GRANDE 82,04/09/1986,SITIO GRANDE,CERRADO,277.436,278.7659,,
SITIO GRANDE 82,17/11/1986,SITIO GRANDE,CERRADO,277.536,278.8101,,
SITIO GRANDE 82,20/01/1987,SITIO GRANDE,CERRADO,277.436,278.7101,,
SITIO GRANDE 82,30/03/1987,SITIO GRANDE,CERRADO,276.936,277.8722,,
SITIO GRANDE 82,27/05/1987,SITIO GRANDE,CERRADO,278.136,279.3543,,
SITIO GRANDE 82,12/07/1987,SITIO GRANDE,CERRADO,279.236,280.5659,,
SITIO GRANDE 82,14/09/1987,SITIO GRANDE,CERRADO,279.936,281.2659,,
SITIO GRANDE 82,12/11/1987,SITIO GRANDE,CERRADO,280.436,281.6543,,
SITIO GRANDE 82,05/01/1988,SITIO GRANDE,CERRADO,281.036,282.2543,,
SITIO GRANDE 82,17/03/1988,SITIO GRANDE,CERRADO,286.736,285.3131,,
SITIO GRANDE 82,25/05/1988,SITIO GRANDE,CERRADO,275.136,276.407,,
SITIO GRANDE 82,14/07/1988,SITIO GRANDE,CERRADO,283.336,284.607,,
SITIO GRANDE 82,11/09/1988,SITIO GRANDE,CERRADO,287.336,288.5512,,
SITIO GRANDE 82,06/11/1988,SITIO GRANDE,CERRADO,286.236,287.5318,,
SITIO GRANDE 82,14/02/1989,SITIO GRANDE,CERRADO,298.136,299.5682,,
SITIO GRANDE 82,20/05/1989,SITIO GRANDE,CERRADO,293.436,294.8465,,
SITIO GRANDE 82,12/08/1989,SITIO GRANDE,CERRADO,285.636,290.7057,,
SITIO GRANDE 82,06/12/1989,SITIO GRANDE,CERRADO,289.636,290.8357,,
SITIO GRANDE 82,14/02/1990,SITIO GRANDE,CERRADO,298.736,297.32023,,
SITIO GRANDE 82,11/05/1990,SITIO GRANDE,CERRADO,295.836,297.2186,,
SITIO GRANDE 82,16/08/1990,SITIO GRANDE,CERRADO,297.036,298.4372,,
SITIO GRANDE 82,15/12/1990,SITIO GRANDE,CERRADO,299.236,300.6186,,
SITIO GRANDE 82,14/01/1991,SITIO GRANDE,CERRADO,301.836,303.231,,
SITIO GRANDE 82,08/04/1991,SITIO GRANDE,CERRADO,300.936,302.393,,
SITIO GRANDE 82,09/07/1991,SITIO GRANDE,CERRADO,299.636,301.217,,
SITIO GRANDE 82,08/10/1991,SITIO GRANDE,CERRADO,297.136,298.1373,,
SITIO GRANDE 82,06/11/1991,SITIO GRANDE,CERRADO,301.736,303.193,,
SITIO GRANDE 82,10/01/1992,SITIO GRANDE,CERRADO,303.936,305.4891,,
SITIO GRANDE 82,31/03/1992,SITIO GRANDE,CERRADO,309.136,310.7232,,
SITIO GRANDE 82,12/06/1992,SITIO GRANDE,CERRADO,305.236,306.7426,,
SITIO GRANDE 82,20/07/1992,SITIO GRANDE,CERRADO,303.936,305.2845,,
SITIO GRANDE 82,18/12/1992,SITIO GRANDE,CERRADO,307.336,308.7031,,
SITIO GRANDE 82,18/07/1993,SITIO GRANDE,CERRADO,308.866,310.3571,,
SITIO GRANDE 82,16/09/1993,SITIO GRANDE,CERRADO,308.506,309.8669,,
SITIO GRANDE 82,20/10/1993,SITIO GRANDE,CERRADO,308.606,310.0165,,
SITIO GRANDE 82,13/01/1994,SITIO GRANDE,CERRADO,304.836,306.1907,,
SITIO GRANDE 82,09/03/1994,SITIO GRANDE,CERRADO,304.256,305.4278,,
SITIO GRANDE 82,06/05/1994,SITIO GRANDE,CERRADO,311.236,312.5411,,
SITIO GRANDE 82,12/07/1994,SITIO GRANDE,CERRADO,304.186,305.519,,
SITIO GRANDE 82,10/09/1994,SITIO GRANDE,CERRADO,306.826,308.2737,,
SITIO GRANDE 82,14/11/1994,SITIO GRANDE,CERRADO,310.536,311.8225,,
SITIO GRANDE 82,14/04/1995,SITIO GRANDE,CERRADO,305.436,306.8217,,
SITIO GRANDE 82,13/05/1995,SITIO GRANDE,CERRADO,309.436,310.9023,,
SITIO GRANDE 82,05/06/1995,SITIO GRANDE,CERRADO,307.936,309.0799,,
SITIO GRANDE 82,04/12/1995,SITIO GRANDE,CERRADO,311.736,313.1775,,
SITIO GRANDE 82,14/02/1996,SITIO GRANDE,CERRADO,314.196,315.6034,,
SITIO GRANDE 82,01/05/1996,SITIO GRANDE,CERRADO,313.436,314.8186,,
SITIO GRANDE 82,24/08/1996,SITIO GRANDE,CERRADO,309.876,311.0478,,
SITIO GRANDE 82,07/11/1996,SITIO GRANDE,CERRADO,309.526,309.5658,,
SITIO GRANDE 82,10/12/1996,SITIO GRANDE,CERRADO,309.146,310.4232,,
SITIO GRANDE 82,06/02/1997,SITIO GRANDE,CERRADO,309.686,310.988,,
SITIO GRANDE 82,08/05/1997,SITIO GRANDE,FLUYENTE,,,309.802,309.8816
SITIO GRANDE 82,05/11/1997,SITIO GRANDE,CERRADO,307.1,311.775,,
SITIO GRANDE 82,17/12/1997,SITIO GRANDE,CERRADO,310.962,311.0494,,
SITIO GRANDE 82,13/01/1998,SITIO GRANDE,CERRADO,301.772,301.8518,,
SITIO GRANDE 82,25/04/1998,SITIO GRANDE,CERRADO,292.172,292.2674,,
SITIO GRANDE 82,03/08/1998,SITIO GRANDE,CERRADO,310.722,310.8088,,
SITIO GRANDE 83,15/07/1974,SITIO GRANDE,CERRADO,390.556,394.768,,
SITIO GRANDE 83,20/07/1974,SITIO GRANDE,FLUYENTE,,,372.056,377.076
SITIO GRANDE 83,25/10/1974,SITIO GRANDE,FLUYENTE,,,345.656,349.421
SITIO GRANDE 83,22/11/1974,SITIO GRANDE,FLUYENTE,,,339.156,343.9752
SITIO GRANDE 83,14/12/1974,SITIO GRANDE,FLUYENTE,,,343.356,346.117
SITIO GRANDE 83,14/12/1974,SITIO GRANDE,CERRADO,353.156,355.6481,,
SITIO GRANDE 83,09/04/1975,SITIO GRANDE,FLUYENTE,,,324.056,324.5831
SITIO GRANDE 83,10/04/1975,SITIO GRANDE,CERRADO,330.256,332.7481,,
SITIO GRANDE 83,07/08/1975,SITIO GRANDE,FLUYENTE,,,319.756,321.2118
SITIO GRANDE 83,07/08/1975,SITIO GRANDE,CERRADO,325.756,324.4924,,
SITIO GRANDE 83,12/08/1975,SITIO GRANDE,FLUYENTE,,,319.756,321.2118
SITIO GRANDE 83,17/08/1975,SITIO GRANDE,FLUYENTE,,,325.356,327.3918
SITIO GRANDE 83,02/09/1975,SITIO GRANDE,CERRADO,324.856,331.525,,
SITIO GRANDE 83,25/03/1976,SITIO GRANDE,FLUYENTE,,,230.336,228.9352
SITIO GRANDE 83,26/11/1975,SITIO GRANDE,CERRADO,323.456,327.317,,
SITIO GRANDE 83,06/04/1976,SITIO GRANDE,FLUYENTE,,,318.556,321.715
SITIO GRANDE 83,07/04/1976,SITIO GRANDE,CERRADO,319.256,322.766,,
SITIO GRANDE 83,09/08/1976,SITIO GRANDE,FLUYENTE,,,320.6,320.6
SITIO GRANDE 83,10/08/1976,SITIO GRANDE,CERRADO,321.7,321.7,,
SITIO GRANDE 83,14/12/1976,SITIO GRANDE,FLUYENTE,,,311.7,312.18
SITIO GRANDE 83,14/12/1976,SITIO GRANDE,CERRADO,321.1,321.1,,
SITIO GRANDE 83,10/02/1977,SITIO GRANDE,FLUYENTE,,,322.2,322.2
SITIO GRANDE 83,11/02/1977,SITIO GRANDE,CERRADO,323.4,323.4,,
SITIO GRANDE 83,16/01/1978,SITIO GRANDE,FLUYENTE,,,783.536,783.4652
SITIO GRANDE 83,18/02/1978,SITIO GRANDE,FLUYENTE,,,175.836,175.7592
SITIO GRANDE 83,19/02/1978,SITIO GRANDE,CERRADO,312.9,312.9,,
SITIO GRANDE 83,27/07/1978,SITIO GRANDE,CERRADO,304.836,304.842,,
SITIO GRANDE 83,27/12/1978,SITIO GRANDE,CERRADO,304.836,304.842,,
SITIO GRANDE 83,27/12/1978,SITIO GRANDE,FLUYENTE,,,293.436,293.4528
SITIO GRANDE 83,17/11/1979,SITIO GRANDE,FLUYENTE,,,280.436,280.4726
SITIO GRANDE 83,23/11/1979,SITIO GRANDE,FLUYENTE,,,282.336,282.3606
SITIO GRANDE 83,24/11/1979,SITIO GRANDE,CERRADO,302.336,302.4062,,
SITIO GRANDE 83,03/12/1982,SITIO GRANDE,FLUYENTE,,,281.236,281.299
SITIO GRANDE 83,13/09/1983,SITIO GRANDE,FLUYENTE,,,282.736,282.808
SITIO GRANDE 83,15/03/1984,SITIO GRANDE,FLUYENTE,,,270.836,270.917
SITIO GRANDE 83,03/05/1984,SITIO GRANDE,FLUYENTE,,,266,265.04
SITIO GRANDE 83,26/06/1985,SITIO GRANDE,CERRADO,283.8,283.8,,
SITIO GRANDE 83,25/07/1985,SITIO GRANDE,CERRADO,284.3,284.3,,
SITIO GRANDE 83,24/08/1985,SITIO GRANDE,CERRADO,282.9,282.9,,
SITIO GRANDE 83,20/09/1985,SITIO GRANDE,CERRADO,289.2,289.2,,
SITIO GRANDE 83,26/01/1986,SITIO GRANDE,CERRADO,285,285,,
SITIO GRANDE 83,29/03/1986,SITIO GRANDE,CERRADO,282.776,282.674,,
SITIO GRANDE 83,23/05/1986,SITIO GRANDE,CERRADO,281.436,281.466,,
SITIO GRANDE 83,12/07/1986,SITIO GRANDE,CERRADO,283.336,283.3774,,
SITIO GRANDE 83,16/09/1986,SITIO GRANDE,CERRADO,284.136,284.4258,,
SITIO GRANDE 83,22/09/1986,SITIO GRANDE,CERRADO,284.068,284.2075,,
SITIO GRANDE 84,26/02/1982,SITIO GRANDE,CERRADO,345.2,345.2,,
SITIO GRANDE 84,09/04/1984,SITIO GRANDE,CERRADO,310.16,321.32,,
SITIO GRANDE 84,07/05/1984,SITIO GRANDE,CERRADO,350.26,366.46,,
SITIO GRANDE 84,02/08/1984,SITIO GRANDE,CERRADO,343.86,359.34,,
SITIO GRANDE 84,04/08/1984,SITIO GRANDE,CERRADO,349.86,364.98,,
SITIO GRANDE 84,08/11/1984,SITIO GRANDE,CERRADO,338.86,354.34,,
SITIO GRANDE 84,20/01/1985,SITIO GRANDE,CERRADO,335.96,350.72,,
SITIO GRANDE 84,14/03/1985,SITIO GRANDE,CERRADO,336.26,351.02,,
SITIO GRANDE 84,14/05/1985,SITIO GRANDE,CERRADO,338.26,356.836,,
SITIO GRANDE 84,14/07/1985,SITIO GRANDE,CERRADO,330.66,344.196,,
SITIO GRANDE 84,24/09/1985,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 84,25/09/1985,SITIO GRANDE,CERRADO,332.42,344.371,,
SITIO GRANDE 84,05/03/1986,SITIO GRANDE,CERRADO,334.16,347.8615,,
SITIO GRANDE 84,21/06/1986,SITIO GRANDE,CERRADO,333.06,347.784,,
SITIO GRANDE 84,28/10/1986,SITIO GRANDE,CERRADO,335.94,352.702,,
SITIO GRANDE 84,18/02/1987,SITIO GRANDE,CERRADO,332.448,343.104,,
SITIO GRANDE 84,27/06/1987,SITIO GRANDE,CERRADO,333.148,346.801,,
SITIO GRANDE 84,16/10/1987,SITIO GRANDE,CERRADO,314.04,326.144,,
SITIO GRANDE 84,26/02/1988,SITIO GRANDE,CERRADO,336.976,352.892,,
SITIO GRANDE 84,09/06/1988,SITIO GRANDE,CERRADO,342.02,355.82,,
SITIO GRANDE 84,27/06/1989,SITIO GRANDE,CERRADO,342.46,354.232,,
SITIO GRANDE 84,26/03/1990,SITIO GRANDE,CERRADO,344.56,362.02,,
SITIO GRANDE 84,04/10/1990,SITIO GRANDE,CERRADO,347.22,363.8835,,
SITIO GRANDE 84,15/02/1991,SITIO GRANDE,CERRADO,349.02,364.56,,
SITIO GRANDE 84,16/11/1991,SITIO GRANDE,CERRADO,343.12,359.77,,
SITIO GRANDE 84,17/01/1992,SITIO GRANDE,CERRADO,334.42,352.772,,
SITIO GRANDE 84,19/07/1992,SITIO GRANDE,CERRADO,345.52,361.874,,
SITIO GRANDE 84,09/10/1992,SITIO GRANDE,CERRADO,346.02,363.151,,
SITIO GRANDE 84,11/03/1993,SITIO GRANDE,CERRADO,355.49,355.916,,
SITIO GRANDE 84,12/11/1993,SITIO GRANDE,CERRADO,341.44,357.646,,
SITIO GRANDE 84,18/01/1994,SITIO GRANDE,CERRADO,339.21,355.231,,
SITIO GRANDE 84,24/05/1994,SITIO GRANDE,CERRADO,362.35,362.35,,
SITIO GRANDE 84,08/11/1994,SITIO GRANDE,CERRADO,350.96,372.344,,
SITIO GRANDE 84,30/01/1995,SITIO GRANDE,CERRADO,361.53,361.53,,
SITIO GRANDE 84,26/04/1995,SITIO GRANDE,CERRADO,346.99,364.666,,
SITIO GRANDE 84,24/05/1995,SITIO GRANDE,CERRADO,345.02,362.444,,
SITIO GRANDE 84,27/06/1995,SITIO GRANDE,CERRADO,365.33,365.33,,
SITIO GRANDE 84,08/07/1995,SITIO GRANDE,CERRADO,346.54,361.1765,,
SITIO GRANDE 84,28/02/1996,SITIO GRANDE,CERRADO,349.01,366.2745,,
SITIO GRANDE 84,02/05/1996,SITIO GRANDE,CERRADO,356.99,375.9335,,
SITIO GRANDE 84,27/08/1996,SITIO GRANDE,CERRADO,342.08,357.994,,
SITIO GRANDE 84,07/11/1996,SITIO GRANDE,CERRADO,341.73,358.084,,
SITIO GRANDE 84,06/02/1997,SITIO GRANDE,CERRADO,340.86,357.214,,
SITIO GRANDE 84,21/08/1997,SITIO GRANDE,CERRADO,339.81,357.052,,
SITIO GRANDE 84,14/11/1997,SITIO GRANDE,CERRADO,354.65,354.65,,
SITIO GRANDE 84,13/02/1998,SITIO GRANDE,CERRADO,339.87,354.99,,
SITIO GRANDE 84,20/04/1998,SITIO GRANDE,CERRADO,356.4,356.4,,
SITIO GRANDE 84,07/05/1998,SITIO GRANDE,CERRADO,339.49,356.388,,
SITIO GRANDE 84,18/08/1998,SITIO GRANDE,CERRADO,342.674,358.2896,,
SITIO GRANDE 84,21/02/2001,SITIO GRANDE,CERRADO,255.114,270.8024,,
SITIO GRANDE 84,01/10/2001,SITIO GRANDE,CERRADO,327.064,342.6796,,
SITIO GRANDE 84,20/07/2002,SITIO GRANDE,CERRADO,343.23,357.475,,
SITIO GRANDE 84,11/11/2003,SITIO GRANDE,CERRADO,344.48,359.132,,
SITIO GRANDE 84,29/04/2003,SITIO GRANDE,CERRADO,345.85,360.403,,
SITIO GRANDE 84,14/08/2004,SITIO GRANDE,CERRADO,358.63,361.125,,
SITIO GRANDE 84,19/04/2005,SITIO GRANDE,CERRADO,346.65,363.951,,
SITIO GRANDE 84,12/08/2005,SITIO GRANDE,CERRADO,350.168,367.889,,
SITIO GRANDE 84,06/09/2009,SITIO GRANDE,FLUYENTE,,,363.62,368.141
SITIO GRANDE 84,30/10/2010,SITIO GRANDE,CERRADO,421.33,424.138,,
SITIO GRANDE 85,08/03/1977,SITIO GRANDE,CERRADO,355.756,355.388,,
SITIO GRANDE 85,09/05/1977,SITIO GRANDE,CERRADO,339.556,345.65,,
SITIO GRANDE 85,17/02/1982,SITIO GRANDE,CERRADO,357.532,356.85,,
SITIO GRANDE 85,09/04/1984,SITIO GRANDE,CERRADO,326.84,343.94,,
SITIO GRANDE 85,06/05/1984,SITIO GRANDE,CERRADO,335.54,355.205,,
SITIO GRANDE 85,09/04/1984,SITIO GRANDE,CERRADO,326.84,343.94,,
SITIO GRANDE 85,17/01/1985,SITIO GRANDE,CERRADO,333.456,332.996,,
SITIO GRANDE 85,25/03/1985,SITIO GRANDE,CERRADO,330.956,330.519,,
SITIO GRANDE 85,16/05/1985,SITIO GRANDE,CERRADO,329.556,329.0224,,
SITIO GRANDE 85,16/07/1985,SITIO GRANDE,CERRADO,328.056,327.52125,,
SITIO GRANDE 85,07/10/1985,SITIO GRANDE,CERRADO,340.756,340.319,,
SITIO GRANDE 85,07/03/1986,SITIO GRANDE,CERRADO,345.656,345.19025,,
SITIO GRANDE 85,25/06/1986,SITIO GRANDE,CERRADO,334.856,334.42245,,
SITIO GRANDE 85,04/11/1986,SITIO GRANDE,CERRADO,322.856,341.8869,,
SITIO GRANDE 85,20/02/1987,SITIO GRANDE,CERRADO,323.728,340.2286,,
SITIO GRANDE 85,28/06/1987,SITIO GRANDE,CERRADO,343.256,342.7201,,
SITIO GRANDE 85,18/10/1987,SITIO GRANDE,CERRADO,317.476,337.51245,,
SITIO GRANDE 85,27/02/1988,SITIO GRANDE,CERRADO,330.276,350.45,,
SITIO GRANDE 85,10/06/1988,SITIO GRANDE,CERRADO,319.316,337.7045,,
SITIO GRANDE 85,28/06/1989,SITIO GRANDE,CERRADO,344.356,343.87875,,
SITIO GRANDE 85,27/03/1990,SITIO GRANDE,CERRADO,350.056,373.3192,,
SITIO GRANDE 85,06/10/1990,SITIO GRANDE,CERRADO,325.256,361.3115,,
SITIO GRANDE 85,15/02/1991,SITIO GRANDE,CERRADO,341.856,361.15,,
SITIO GRANDE 85,17/11/1991,SITIO GRANDE,CERRADO,341.156,360.0992,,
SITIO GRANDE 85,13/10/1992,SITIO GRANDE,CERRADO,366.156,365.62585,,
SITIO GRANDE 85,16/09/1993,SITIO GRANDE,CERRADO,357.156,356.5902,,
SITIO GRANDE 85,01/10/1993,SITIO GRANDE,CERRADO,357.236,356.6702,,
SITIO GRANDE 85,21/10/1993,SITIO GRANDE,CERRADO,356.576,355.86415,,
SITIO GRANDE 85,12/05/1994,SITIO GRANDE,CERRADO,336.316,359.118,,
SITIO GRANDE 85,09/08/1994,SITIO GRANDE,CERRADO,334.676,353.57535,,
SITIO GRANDE 85,23/09/1994,SITIO GRANDE,CERRADO,356.378,356.4007,,
SITIO GRANDE 85,12/11/1994,SITIO GRANDE,CERRADO,355.668,355.6934,,
SITIO GRANDE 85,28/01/1995,SITIO GRANDE,CERRADO,357.828,357.85415,,
SITIO GRANDE 85,03/03/1995,SITIO GRANDE,CERRADO,357.538,357.56885,,
SITIO GRANDE 85,15/01/1996,SITIO GRANDE,CERRADO,365.498,365.5243,,
SITIO GRANDE 85,14/02/1996,SITIO GRANDE,CERRADO,363.978,364.0038,,
SITIO GRANDE 85,23/05/1996,SITIO GRANDE,CERRADO,363.848,363.87025,,
SITIO GRANDE 85,24/08/1996,SITIO GRANDE,CERRADO,358.588,358.6069,,
SITIO GRANDE 85,19/11/1996,SITIO GRANDE,CERRADO,358.066,380.03485,,
SITIO GRANDE 85,18/12/1996,SITIO GRANDE,CERRADO,368.246,389.38285,,
SITIO GRANDE 85,20/08/1997,SITIO GRANDE,CERRADO,295.556,317.24305,,
SITIO GRANDE 85,17/01/1998,SITIO GRANDE,CERRADO,349.836,373.9531,,
SITIO GRANDE 85,07/03/1998,SITIO GRANDE,CERRADO,345.386,377.1142,,
SITIO GRANDE 85,25/05/1998,SITIO GRANDE,CERRADO,386.408,386.4312,,
SITIO GRANDE 85,22/08/1998,SITIO GRANDE,CERRADO,405.418,405.44165,,
SITIO GRANDE 85,18/11/1998,SITIO GRANDE,CERRADO,394.314,394.3851,,
SITIO GRANDE 85,05/02/1999,SITIO GRANDE,CERRADO,394.064,394.14425,,
SITIO GRANDE 85,11/03/2001,SITIO GRANDE,CERRADO,416.856,417.9323,,
SITIO GRANDE 85,09/09/2002,SITIO GRANDE,CERRADO,395.502,419.71765,,
SITIO GRANDE 85,26/09/2002,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 85,05/10/2002,SITIO GRANDE,CERRADO,396.042,420.16575,,
SITIO GRANDE 85,05/01/2003,SITIO GRANDE,CERRADO,402.508,424.612,,
SITIO GRANDE 85,15/05/2003,SITIO GRANDE,CERRADO,396.338,426.02595,,
SITIO GRANDE 85,02/09/2003,SITIO GRANDE,CERRADO,402.908,425.61065,,
SITIO GRANDE 85,30/04/2004,SITIO GRANDE,CERRADO,426.76,447.98225,,
SITIO GRANDE 85,29/06/2004,SITIO GRANDE,CERRADO,399.908,425.0495,,
SITIO GRANDE 90,12/06/1974,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 90,21/07/1974,SITIO GRANDE,FLUYENTE,,,394.916,402.7921
SITIO GRANDE 90,17/12/1974,SITIO GRANDE,FLUYENTE,,,321.216,322.2615
SITIO GRANDE 90,17/12/1974,SITIO GRANDE,CERRADO,334.816,336.5585,,
SITIO GRANDE 90,10/04/1975,SITIO GRANDE,FLUYENTE,,,308.516,311.1646
SITIO GRANDE 90,10/04/1975,SITIO GRANDE,CERRADO,319.716,323.201,,
SITIO GRANDE 90,07/08/1975,SITIO GRANDE,FLUYENTE,,,301.316,303.407
SITIO GRANDE 90,08/08/1975,SITIO GRANDE,CERRADO,309.516,306.97195,,
SITIO GRANDE 90,17/08/1975,SITIO GRANDE,FLUYENTE,,,302.116,304.0676
SITIO GRANDE 90,22/08/1975,SITIO GRANDE,FLUYENTE,,,301.016,302.6888
SITIO GRANDE 90,22/11/1975,SITIO GRANDE,FLUYENTE,,,305.516,306.7706
SITIO GRANDE 90,09/12/1975,SITIO GRANDE,FLUYENTE,,,305.316,306.5009
